"","S.124.sti.1_FPKM","S.124.1_FPKM","log2_foldchange"
"ENSG00000004455",48.4127467174081,23.7126623381103,1.02972929799132
"ENSG00000004478",22.4396553861173,9.35266654950739,1.26260086292647
"ENSG00000006327",2.37553007499637,1.16616390492015,1.02647889756152
"ENSG00000011028",1.2512018973681,0.511802033687063,1.28965682034721
"ENSG00000011422",2.80546340831205,0.605678723022148,2.21161445909962
"ENSG00000011590",72.6718139723247,4.80013835078974,3.92024802484096
"ENSG00000023445",37.7521674580497,18.2689075078548,1.04716911351784
"ENSG00000025039",2.53532682022877,0.962863901798061,1.39676793549457
"ENSG00000031081",1.3491259038459,0.586999807970573,1.20059305403464
"ENSG00000049249",17.8467944185953,0.695361061339859,4.68175887360983
"ENSG00000049768",24.9206071749511,4.3113882614152,2.53111482398695
"ENSG00000050405",8.0754682182199,3.09474747860905,1.3837242151597
"ENSG00000056736",5.08755537206576,2.4548432260834,1.05134169901214
"ENSG00000059804",121.42681582343,31.8679469562037,1.92990907686747
"ENSG00000060558",49.104224961068,5.08872072764183,3.27047223780496
"ENSG00000060982",2.53038749258093,0.999186616810246,1.34053227129826
"ENSG00000061656",2.25105591759341,0.705900829536807,1.67306447288159
"ENSG00000065911",31.5552491938181,14.7375018991887,1.09838801736878
"ENSG00000065923",5.03299771042794,0.745837949225853,2.75448383120304
"ENSG00000066230",1.11666644442661,0.440673832830867,1.34141517054191
"ENSG00000067177",1.59367126687653,0.123274050827183,3.69241301970007
"ENSG00000067208",6.24850206570251,0.147691491391063,5.40285175940107
"ENSG00000067225",212.243226815528,87.1726037501319,1.2837718076525
"ENSG00000068796",75.6911486506035,32.9105433135067,1.20157475699238
"ENSG00000070669",18.0137712064375,5.68294933496613,1.66438848440568
"ENSG00000072110",3.71579798424457,1.54910508518455,1.26223705505907
"ENSG00000072682",4.27074185083576,0.562582367406693,2.92435045432891
"ENSG00000073060",2.67259175826888,0.943729817996033,1.50179368872832
"ENSG00000073150",2.49320879783196,0.156285806996142,3.99574503683968
"ENSG00000074266",10.6993105353666,4.52146190514056,1.24265661854998
"ENSG00000074695",47.1396966912392,21.7654537400234,1.11490237994046
"ENSG00000075426",19.5256156346357,7.12994074169766,1.45340604534907
"ENSG00000075618",10.6985889250177,0.97145821740314,3.46112477019778
"ENSG00000076604",16.4074088557068,5.78878518940303,1.50301489179605
"ENSG00000078081",2.40285391731761,0.745382780475401,1.68869554576082
"ENSG00000081181",6.10377475802675,0.388983161610333,3.97192211473777
"ENSG00000083454",2.98535187220879,0.813985582399216,1.87482584025102
"ENSG00000084444",2.41497069334168,0.486625978539096,2.31112043571924
"ENSG00000086506",1.20891537381802,1e-08,26.8491380160547
"ENSG00000087074",38.6088512171698,16.1569435747567,1.25677732057648
"ENSG00000087250",1.27197728442386,0.0750460613666922,4.08315273924739
"ENSG00000088826",2.67969332273005,0.426340991713483,2.65198822210201
"ENSG00000089692",59.9078535861142,7.74456115776831,2.95148974795211
"ENSG00000090104",4.08863647484502,1.06245217131869,1.94422190042707
"ENSG00000090339",19.9953883334287,4.17924340447606,2.25835360959384
"ENSG00000091137",1.1013288189337,0.0724937171075531,3.92524549723391
"ENSG00000091972",1.25485236638169,0.243237132811139,2.36708224691647
"ENSG00000095397",2.55299518368829,0.32748439145018,2.96269276433481
"ENSG00000096384",362.441328006102,169.121591005093,1.09968661659113
"ENSG00000099840",7.45638968927777,2.13446287639688,1.80460418999735
"ENSG00000099860",52.1698633387078,12.7752557360538,2.0298644827339
"ENSG00000100450",28.6293749933383,6.42379036698073,2.15599945722658
"ENSG00000100453",319.809728367575,57.1096599891519,2.48540712473341
"ENSG00000100906",71.2314572255519,26.3263706407758,1.43600585984781
"ENSG00000101210",3.43825370180631,0.0319497057512371,6.74972954770121
"ENSG00000102003",2.03714786359107,0.655120495817178,1.63671851017409
"ENSG00000102024",1.68455545371863,0.509249689427924,1.72592282072132
"ENSG00000102144",224.430626155481,109.017385765759,1.04171133178136
"ENSG00000102471",26.7728468777712,5.75246247439085,2.21851898310051
"ENSG00000102878",6.82684404812029,3.07154382137971,1.15225482922338
"ENSG00000102962",19.3591469444868,0.0399371296890464,8.92106901776139
"ENSG00000102970",1.53713660290178,1e-08,27.1956701398542
"ENSG00000103257",29.3908333586664,11.1020641148044,1.40453833643326
"ENSG00000103522",9.0582590652285,4.47778560318459,1.01644834743644
"ENSG00000103942",2.76484068766029,1.19616814807952,1.20877614689097
"ENSG00000104290",1.04048382042187,0.363807106462365,1.51600890185929
"ENSG00000104331",19.2581017753232,9.02098781703983,1.09410818184736
"ENSG00000104808",1.17767287454691,0.265557397866332,2.14884322789236
"ENSG00000104951",1.36515426727504,0.476693102009417,1.51793133587137
"ENSG00000105220",107.837868312939,38.8304821763677,1.47360235631991
"ENSG00000105246",18.6730595698098,0.260247095777722,6.16493245755126
"ENSG00000105370",1.23831849949274,0.255722353599957,2.27573224576883
"ENSG00000105376",1.95950787979881,0.131261474764992,3.8999759219219
"ENSG00000105642",1.01897268392755,0.0363227250121853,4.8100991259007
"ENSG00000105668",1.36197135976373,0.646249679705221,1.07553280042276
"ENSG00000105810",39.0262329664496,17.5318964431311,1.15446215004863
"ENSG00000105835",51.5180488898272,6.22445215597893,3.04905918687881
"ENSG00000105877",1.5366761109443,0.193215413675597,2.99153102239219
"ENSG00000106086",2.99902569480338,1.29863915301968,1.20749327152975
"ENSG00000106211",12.8091211031446,5.19568952943301,1.30178435902879
"ENSG00000106366",1.51921419059558,0.586089470469668,1.37413246291272
"ENSG00000107833",28.4827800338869,10.2686041183991,1.47184988643632
"ENSG00000108091",11.8473712368945,4.82094138667675,1.29718018655861
"ENSG00000108176",2.45964263013904,0.307743415980883,2.99864882030988
"ENSG00000108272",1.19735877653444,0.462360260892033,1.37276619514127
"ENSG00000108861",4.43694942259311,2.01043022098561,1.14206384454084
"ENSG00000108924",3.91545789782224,0.0242657276470627,7.33411710252984
"ENSG00000109107",84.2144070974644,29.0438516149355,1.5358342782147
"ENSG00000109255",1.08124416981416,0.0274249635734715,5.30105883897113
"ENSG00000109471",1.23947679893124,1e-08,26.8851560257796
"ENSG00000110218",11.1749100790762,5.23699215537341,1.09345287369904
"ENSG00000110492",2.08577639929583,0.731835499268861,1.51099320191197
"ENSG00000110660",4.13514071569397,1.68476651453724,1.29538775647338
"ENSG00000111424",36.9765271724336,3.25057810685474,3.50784150786333
"ENSG00000111536",1.83087774992245,0.235097985956512,2.96120137889619
"ENSG00000111537",103.882080408425,5.50492321925531,4.23808055979498
"ENSG00000111674",78.240757781059,20.2713772402294,1.94847623417632
"ENSG00000112379",1.25462212040295,0.0277284094071063,5.49974423308937
"ENSG00000112715",6.91202935500806,1.58557952311355,2.12409910841548
"ENSG00000113356",4.04491639437536,0.986674450694671,2.03546382663137
"ENSG00000113520",1.06408130981445,0.434480138568109,1.29224626233291
"ENSG00000113522",23.9520882712351,11.6827993315757,1.03576544154147
"ENSG00000113525",3.99738441328364,0.341817232567564,3.54775928112984
"ENSG00000113739",6.69500720786468,0.659645237994943,3.34332336249344
"ENSG00000114023",26.917773559013,6.9577779290892,1.95186054731195
"ENSG00000114268",23.1947717392907,3.22810611888273,2.84503973781054
"ENSG00000114480",21.6710478505921,4.44386350951473,2.28588250206811
"ENSG00000115008",1.27291240742842,0.0274249635734715,5.5364996322465
"ENSG00000115165",136.758933438124,54.6545062799956,1.32322272003015
"ENSG00000115457",18.4443052546848,2.512299368143,2.87609515518382
"ENSG00000115756",18.2716392506666,7.9491018895517,1.20074229675544
"ENSG00000116014",1.63299805934925,0.287243825927499,2.50717528764517
"ENSG00000116717",20.5408619556345,6.13105758072105,1.74428886359559
"ENSG00000116761",3.62627147040698,0.584420518384676,2.63340819671268
"ENSG00000117308",3.9272756134973,1.83756268444658,1.09573538371554
"ENSG00000118503",99.2272295688864,18.8624044459218,2.39522248167694
"ENSG00000118513",5.15129128728469,2.08727000202736,1.30331688705543
"ENSG00000118985",13.7336491442211,2.88105943020682,2.25304368674532
"ENSG00000119508",10.6223516257323,0.123729219577635,6.42377313809121
"ENSG00000119950",18.9730333784238,5.93918073797005,1.67561451124953
"ENSG00000120129",4.56235163345583,2.13840767223414,1.0932407247164
"ENSG00000120254",9.16991863912637,2.69264526921587,1.76788475263983
"ENSG00000120875",24.038287179276,7.84501582318006,1.61548583993738
"ENSG00000120949",6.35914096890241,0.771924341874725,3.04230053313682
"ENSG00000121594",6.29431556861524,1.22465516207071,2.36167393778075
"ENSG00000121966",57.4761876042751,27.2610240190895,1.07612461518598
"ENSG00000122884",50.0404922396709,16.2715864056083,1.62074106704816
"ENSG00000123178",2.72009286694787,1.33195435502228,1.03011126421775
"ENSG00000123213",1.45939693232652,0.498986421737853,1.54829986326595
"ENSG00000123358",1.81149090828394,0.284236312917908,2.67201478051296
"ENSG00000123685",3.59443085043785,1.18229047571259,1.60417881614938
"ENSG00000123689",2.19083991219233,0.130502860180905,4.06933073714263
"ENSG00000124145",15.9148052893725,5.38435324560408,1.56352453880095
"ENSG00000124212",9.42589004024484,4.60361198827091,1.0338626091765
"ENSG00000124762",36.885968443042,10.8030936926722,1.77162759661806
"ENSG00000125170",2.74223299655294,1.28643043273774,1.0919777148629
"ENSG00000125629",19.4791255328763,5.74687567179536,1.76107916936659
