"","S.102.sti.1_FPKM","S.102.1_FPKM","log2_foldchange"
"ENSG00000004478",21.5642985618148,9.18026959420335,1.23203636264396
"ENSG00000005249",1.1604653491001,0.283520325373961,2.03317937540514
"ENSG00000006327",2.57874341866753,1.1202105361055,1.20289833146129
"ENSG00000011028",1.301143924213,0.58503797937423,1.15317836314754
"ENSG00000011422",2.57372224185692,0.508561445934044,2.33936236465726
"ENSG00000011590",59.4615591726399,3.99875887911178,3.89433309748895
"ENSG00000025039",2.41486883472234,0.958613429877562,1.33292377328387
"ENSG00000049249",20.3287539603201,2.84961601788883,2.83468235252538
"ENSG00000049768",20.3024312590883,3.87838314617924,2.3881252638343
"ENSG00000050405",8.20976625854805,3.1891311364064,1.36417772527826
"ENSG00000059804",116.319219441889,34.2162686316605,1.7653351491509
"ENSG00000060558",45.4226697044622,6.69655217010371,2.76192210593141
"ENSG00000060982",3.42165437327868,1.17175238131307,1.54602631151789
"ENSG00000061656",2.26993123169987,0.559815121262721,2.01962622983164
"ENSG00000065911",31.9687643398879,14.4229715513047,1.14829454968327
"ENSG00000065923",4.11360486664394,0.525333699224675,2.96909718318016
"ENSG00000067177",1.67237617419739,0.0849271482610645,4.29952977777888
"ENSG00000067208",5.41359466966392,0.089410363373751,5.920001001974
"ENSG00000070669",18.3979771222174,4.8821853290604,1.91394818273795
"ENSG00000072110",2.99383532222829,1.46333643245454,1.0327333727932
"ENSG00000072682",4.16375507151166,0.772373769118172,2.43051413180983
"ENSG00000073060",2.61130673495154,0.963290079516934,1.43872971924643
"ENSG00000073150",2.23151287778225,0.0570909421281637,5.28861645177886
"ENSG00000074266",10.6700689708879,3.85600129161473,1.46839206178509
"ENSG00000075426",20.0301301718806,7.53504776975098,1.41048323379087
"ENSG00000075618",10.2103180983572,1.53752200875114,2.73134884643064
"ENSG00000081181",7.64480267788575,0.275521067782017,4.7942447201302
"ENSG00000083454",2.57256174579061,0.909392798990219,1.50023021934535
"ENSG00000084444",2.13425205771469,0.369801505321826,2.52890756769858
"ENSG00000087250",1.45844487298931,0.125632696151968,3.53714697319502
"ENSG00000088826",2.8334793929745,0.572297593967352,2.30773726352114
"ENSG00000089692",59.4594660860197,9.11979157594705,2.70483375020554
"ENSG00000090013",8.40094983432816,3.56670819761684,1.23595926244165
"ENSG00000090339",16.8856456428401,5.7524200463732,1.55355641207174
"ENSG00000091127",3.64588033036632,1.66679969373349,1.12918646815252
"ENSG00000091972",1.37335141752959,0.373897851381141,1.87698474829253
"ENSG00000092621",9.81108003468555,4.59460288862603,1.09447178679611
"ENSG00000094841",12.9137428184047,6.021747235479,1.10065314380078
"ENSG00000095209",2.35502468715958,0.947033651630797,1.31425458730171
"ENSG00000095397",2.56207749363836,0.39776666780585,2.6873198218087
"ENSG00000096384",387.658127894642,168.910445394636,1.19852636680349
"ENSG00000099399",1.07762117385104,0.0163853942372604,6.03929590809003
"ENSG00000099840",6.56517815120909,2.84474593372277,1.20653435013217
"ENSG00000099860",51.075781757158,13.9568526101794,1.871665742635
"ENSG00000100450",33.5581810655485,6.30104621226479,2.41300122472244
"ENSG00000100453",382.92206903345,63.6923357836508,2.58785912387027
"ENSG00000100979",1.35257889437107,0.202947445874459,2.73653465853024
"ENSG00000101210",3.32519024754162,0.0286744324152056,6.85752814548718
"ENSG00000102003",2.23575013000893,0.528333916299438,2.08123702842216
"ENSG00000102024",1.80178657257411,0.394766450731088,2.19035683687056
"ENSG00000102145",1.50457558245923,0.154565031269421,3.28307071583251
"ENSG00000102172",38.7076146440255,18.8318163735769,1.0394452462778
"ENSG00000102174",1.06058506221279,0.386444802261334,1.45652606710481
"ENSG00000102471",26.0989183077648,5.18496228939526,2.33158461292666
"ENSG00000102878",6.73014790417192,3.10188278382511,1.1174940405661
"ENSG00000102962",13.3650473470382,0.0529945960688486,7.97840397954847
"ENSG00000103257",26.1731047671611,12.2802785371149,1.09174178947886
"ENSG00000104808",1.14916901180773,0.353351642909003,1.70141447322523
"ENSG00000105220",95.8414378239737,46.6904334290722,1.03752257052618
"ENSG00000105246",15.1055807275352,0.632388743170278,4.57812615144959
"ENSG00000105255",3.6408591535557,1.81220485025085,1.00653288553375
"ENSG00000105370",1.13515071415447,0.179014151274188,2.66473831329096
"ENSG00000105376",3.52612670819214,0.195399535511448,4.17358537457765
"ENSG00000105835",52.1435362511668,6.89433738811095,2.91900461965671
"ENSG00000105877",1.28227227033895,0.276488240415445,2.21341260183238
"ENSG00000106034",1.20526135704061,1e-08,26.8447707832483
"ENSG00000106366",1.75893498528383,0.535752870311325,1.71506257879775
"ENSG00000106537",1.15867335823006,0.0689286330771756,4.07122669754053
"ENSG00000107338",1.24108201982138,0.0449308603013422,4.78774796655125
"ENSG00000107833",30.0736966650885,9.39957215713842,1.6778352193303
"ENSG00000108091",11.7196343848126,5.2044768470584,1.17110250646465
"ENSG00000108176",2.2476997377879,0.182981540982379,3.61867930078211
"ENSG00000108272",1.05883662270853,0.357447988968318,1.56667475962758
"ENSG00000108924",3.85310734230819,0.0570264639526018,6.07824698974434
"ENSG00000109107",80.5221717226155,36.0769808790452,1.15830747202142
"ENSG00000109255",3.72323965459085,0.157242857466374,4.56549209011829
"ENSG00000109471",1.17393925468117,1e-08,26.8067825174297
"ENSG00000110492",2.18682574825617,0.482951718769162,2.17888739389374
"ENSG00000110660",3.66518749789812,1.79998029024847,1.0259058942141
"ENSG00000111057",3.04273792829816,0.105602313084326,4.8486567390006
"ENSG00000111231",10.14221720317,4.13748856254735,1.29354584731298
"ENSG00000111424",32.1991937455353,4.25779585348206,2.91884587995999
"ENSG00000111536",2.31638857641309,0.211527007046461,3.45296350851239
"ENSG00000111537",95.1579836107447,5.92711414988474,4.00492295385611
"ENSG00000111674",67.4703788118539,22.3057310855141,1.59683982766031
"ENSG00000112077",2.27949452029758,1e-08,27.764138700195
"ENSG00000112378",8.15505855108363,3.91850839049009,1.05739064894327
"ENSG00000112379",1.12667620970112,0.032577343947835,5.11206017056351
"ENSG00000112715",7.56818372687939,1.87729503997096,2.01129170705039
"ENSG00000113356",3.95951771299861,1.05692573530112,1.9054507047137
"ENSG00000113525",4.91109470338412,0.289293103997886,4.08544080443834
"ENSG00000113739",5.36244278338339,0.544977213238946,3.29862253547443
"ENSG00000114023",28.0074674157658,7.50299022502991,1.90027394935152
"ENSG00000114268",21.8487043076448,4.4828067168655,2.28507352439065
"ENSG00000114480",23.2002969014127,5.05178169288028,2.19927906696231
"ENSG00000115008",1.42089754638718,0.0729605009609288,4.28354308742738
"ENSG00000115165",124.019237042819,58.6611568597737,1.080086491318
"ENSG00000115414",1.00362168966442,0.479306719938781,1.06619448287647
