"","S.73.sti.1_FPKM","S.124.sti.1_FPKM","S.103.sti.1_FPKM","S.102.sti.1_FPKM","V5"
"ENSG00000112406",3.06804860570875,-1.63233959492642,-1.40605453417319,-1.48387815031766,-1.62587760301589
"ENSG00000112419",0.393558105450727,-1.19352163966796,-0.897377860007612,-1.04842243626083,-1.35602361362403
"ENSG00000112425",-1.77722973672979,-1.70251349738739,-1.63382376381041,-1.73228245366251,-1.41617343917457
"ENSG00000112473",3.62709779760585,-0.837675043800619,-0.721284922868966,-0.525875421677698,-0.569644784570593
"ENSG00000112511",1.83202209383383,-0.849256559786118,-1.01922252139164,-0.565350006520402,-0.982773488363309
"ENSG00000112514",4.28761176256778,-0.813728259754253,-0.891192100662266,-0.725070509240842,-0.566531420238704
"ENSG00000112531",1.26853540431256,-0.46022804661946,-0.377178223267138,-0.215982452599877,-0.559610948987267
"ENSG00000112561",0.588916343161669,-0.521161759388966,-0.430234772584131,-0.78873929461847,-1.06441449874567
"ENSG00000112576",4.28798636865627,-1.29074395625102,-1.23633950381769,-0.950336416452453,-1.43468469646944
"ENSG00000112578",2.22766058589526,-0.141793587588284,-0.200314971221726,-0.138107966998943,-0.548061385399101
"ENSG00000112584",1.24772410742844,-1.36781654217926,-1.3989473475239,-1.40706068942971,-1.62417778384011
"ENSG00000112592",2.7190462695607,-0.622346613472616,-0.590526552244861,-0.494574544081773,-0.735039133038294
"ENSG00000112599",0.208273919149157,0.131525371552375,-0.0631549639106271,0.708999092619271,-0.501029612637662
"ENSG00000112624",1.01889524979339,-2.30810064606184,-2.0638668899658,-2.24364198028596,-2.52770962298321
"ENSG00000112640",3.64530552273374,-0.867768256897656,-0.83690297330728,-0.635074969637429,-1.07821599853076
"ENSG00000112651",2.70218865320513,0.326178306743772,0.212914465818225,0.44340674762598,0.375608126113766
"ENSG00000112658",3.0637578463663,-0.854234613973804,-0.855779207973567,-0.888405192525556,-1.17740472423274
"ENSG00000112659",1.35023699252977,-0.757614166662646,-1.13671130485244,-0.948037613463731,-1.41176397400272
"ENSG00000112667",4.31161350017809,0.213752591035745,0.0633659182444015,0.0321064867578059,0.192650151383433
"ENSG00000112679",2.14978029338208,-0.970337551377308,-0.965695844214719,-1.01155079405292,-1.05367512239202
"ENSG00000112685",2.77112012442797,-0.793318691593144,-0.53295357765475,-0.719414253483024,-0.871904828412663
"ENSG00000112695",4.04275604224946,-0.427696421041981,-0.484529246244765,-0.515671680649127,-0.175981468923539
"ENSG00000112697",3.98052664762728,-0.67253530867599,-0.752873160221295,-0.693001074051769,-0.807870294996882
"ENSG00000112699",1.69936114264623,-0.11812832000775,-0.0209550597822616,-0.00663065567744703,-0.13565453957133
"ENSG00000112701",2.29164012157645,-0.694800142972303,-0.629035132032602,-0.512416865628624,-1.06959671106261
"ENSG00000112715",2.3636482208818,2.75663575482304,2.12409910841548,2.90779131519582,2.01129170705039
"ENSG00000112739",3.42997067944944,-1.06741159664915,-1.08975824243122,-0.876445050896168,-1.26265764129949
"ENSG00000112742",2.61587556758258,-1.21125169695634,-0.95399222886711,-0.905411017546905,-0.8978283192502
"ENSG00000112759",3.30496641873549,1.08126142491709,0.895114998741644,1.49129734962904,0.880041169087292
"ENSG00000112763",1.82524422205877,-1.66291613612862,-1.50760450032098,-1.42807929047222,-1.69393227050193
"ENSG00000112782",-0.378715719736968,-0.857989638447816,-0.529328079857683,-0.955453844389345,-1.27261152711653
"ENSG00000112787",1.78512331247146,-0.453295909621705,-0.825542834171646,-0.415820700706446,-1.09275656216903
"ENSG00000112799",-1.5217454121566,-2.65541922289923,-2.52873025960669,-3.06529019386529,-2.79202165868301
"ENSG00000112851",1.75128137345391,-1.68235782790129,-1.50423341478206,-1.59816798865725,-1.56929270344415
"ENSG00000112855",2.12563414523799,-1.1206663182729,-1.30410831124864,-1.168487239049,-1.14986260743312
"ENSG00000112877",1.58261126283712,0.31850073388024,0.0537455456310877,0.339025936101938,-0.15155701033268
"ENSG00000112893",1.24506503822632,-0.965616549322509,-0.894041208632167,-0.990032247150854,-1.05838780602854
"ENSG00000112941",2.8285468597849,-0.616622373284797,-0.742426127735759,-0.454238266662949,-0.80311975074735
"ENSG00000112972",3.16686874598091,-1.09264190958288,-0.760381918444644,-0.734010390888386,-0.696973120702749
"ENSG00000112977",3.05892823654199,-0.895217082859969,-0.775870672383026,-0.644308381807029,-0.928577793609947
"ENSG00000112983",1.2266925207631,-2.10635747544021,-2.20411601291106,-1.66311602755134,-2.00207209563316
"ENSG00000112984",1.64734422742882,-2.69960219956877,-2.71203018178299,-2.78878537449551,-2.62042344333811
"ENSG00000112992",2.6204832407059,-1.07728327679632,-1.01067747235756,-0.927568512844591,-1.12365870282288
"ENSG00000112996",2.19063389587554,-0.000560363894198447,-0.192389121631417,0.125681674954972,-0.21482534838947
"ENSG00000113013",5.42330923679473,-0.212159972745747,-0.212358875909807,-0.0859962454356725,-0.214923811628892
"ENSG00000113048",2.78583438881256,-0.487713569803005,-0.626794991889812,-0.564448720498307,-0.639268332838428
"ENSG00000113068",3.31445502699998,-1.13517880126304,-1.08754725028853,-0.978527553760552,-0.950346590843306
"ENSG00000113070",1.2670410560276,-1.82058833820126,-2.00516638198662,-1.61557172367333,-2.30923822476939
"ENSG00000113088",4.11278165556569,-0.482272264740484,0.113275901356432,-0.815011767600952,-0.89390318339899
"ENSG00000113108",0.930170993994973,-0.869340890258562,-1.26696496920973,-0.889666898612745,-1.32492151137621
"ENSG00000113119",1.79237672230915,-0.562929970191618,-0.773682754235715,-0.20958158170782,-1.05109093563967
"ENSG00000113141",3.92832246772413,-1.40823056433838,-1.1131541245744,-1.18085506153998,-1.11760627499042
"ENSG00000113161",1.83327467422871,-1.66213978474685,-1.5328596774887,-1.41609862599044,-1.43175441320292
"ENSG00000113163",1.784951539921,-1.10245677828828,-0.886344391640497,-0.840763451202038,-1.20388172653154
"ENSG00000113194",2.31703883931,-1.02655348520884,-0.876603828045581,-0.824129117922691,-1.07015834453782
"ENSG00000113240",0.985109031419084,-0.925721885098513,-0.775425689267575,-0.786426460506037,-0.741145277203635
"ENSG00000113249",-1.0410083568798,-2.57849622613839,-2.44859819307905,-2.78894912541688,-3.14010614769075
"ENSG00000113263",3.45645488958699,-1.68557545096148,-1.50094250739304,-1.69910055012992,-1.70033483293488
"ENSG00000113272",2.13496647154531,-0.365012270472971,-0.28774486601576,-0.400437073765979,-0.426945660747122
"ENSG00000113273",-0.311332043460956,-0.911742070013702,-0.986316173204572,-1.12733785502091,-1.20205513542624
"ENSG00000113282",2.8507675383832,-1.19574950357939,-1.14267133380222,-0.996537260121831,-1.14793326310356
"ENSG00000113300",2.63082453709216,-0.684491317435441,-0.746481783481555,-0.607040108880447,-0.952499261349536
"ENSG00000113312",3.81773896078459,-0.839290360266155,-0.783267451710031,-0.759487972996162,-0.690903325095599
"ENSG00000113318",1.74925953683565,-1.00875831227704,-0.733563380406368,-0.805364277866515,-1.00570673740628
"ENSG00000113319",-1.72513678409769,-2.53499348298436,-2.33693422914612,-2.61894345094395,-2.30891230193984
"ENSG00000113328",5.2612394212399,-0.174093842601386,-0.148497445142765,-0.100222820964425,-0.0726334301110609
"ENSG00000113356",1.92585863721145,2.20901075810994,2.03546382663137,2.28639290210858,1.9054507047137
"ENSG00000113360",2.1907905782822,-0.578539952773274,-0.508181308715214,-0.483804938605631,-0.898081714216128
"ENSG00000113368",5.18725489565151,-1.18536556516414,-1.32953970651828,-0.997701109053843,-1.28757513014327
"ENSG00000113369",1.89300741813328,-0.66989379742674,-0.278861895994423,-0.327573985773469,0.144699266229102
"ENSG00000113384",3.91138471330369,-1.09215797672995,-0.965119240214575,-0.878260014831937,-0.923100976233871
"ENSG00000113387",3.55463306239175,-0.540632087496003,-0.624834393152789,-0.486768593408333,-0.469811801534053
"ENSG00000113391",0.980158029053302,-1.49748702468401,-1.45477361894427,-1.57487933680385,-1.56670995846067
"ENSG00000113407",4.26775271663526,0.166994871252746,0.392382190197372,0.48610338781571,0.473992348786952
"ENSG00000113441",2.37032168428755,-1.65003421875756,-1.62035051028059,-1.76047706795083,-1.91345539618063
"ENSG00000113448",3.08423617320634,-0.114230264677904,0.323463649970564,0.176234503085318,0.142636662791188
"ENSG00000113456",1.32903013413151,-0.550423549007525,-0.785161281925539,-0.17013575073523,-0.596213686869651
"ENSG00000113460",2.57859485724853,0.0987167166928212,0.00249680364137072,0.19109240730557,0.174736374086645
"ENSG00000113504",1.9618667733472,-2.77163356504843,-2.94134032200775,-2.72049319263984,-3.26125011287982
"ENSG00000113520",0.0851945886320528,0.78451625820417,1.29224626233291,0.692493810227788,0.800188948257157
"ENSG00000113522",4.52279093543456,0.906294221654146,1.03576544154147,0.821643725060312,0.582131877696508
"ENSG00000113525",3.07544906550034,4.03088961023506,3.54775928112984,3.53443262454072,4.08544080443834
"ENSG00000113532",2.70886406090471,-0.443196589956903,-0.219710993472061,-0.327792864022041,-0.313040426442034
"ENSG00000113552",1.85056277660352,-0.640286574508513,0.109638261060867,0.0233312162985559,0.557974662397705
"ENSG00000113558",2.63614630920939,-0.71606338400406,-0.792759932194355,-0.636300076284033,-0.593519383777769
"ENSG00000113569",2.73032338628697,0.0544924849757237,0.0750932337348082,0.37842785055261,0.0130038653877137
"ENSG00000113575",3.65038960625143,-0.926115820112018,-0.98080991421317,-0.832151346317151,-0.949288926760337
"ENSG00000113580",2.42708687506455,-0.758340976801906,-0.428674104182877,-0.682641074552712,-0.764199188252746
"ENSG00000113583",3.93558945221297,-0.352074169801714,-0.412222368632528,-0.196294294167442,-0.474326734277899
"ENSG00000113593",3.04456585996297,-1.48095331789933,-1.56737884733383,-1.32442850791708,-1.53199738016812
"ENSG00000113595",-0.235827674478091,-1.54251611139324,-1.94454936742531,-1.32095236015226,-1.72305807514984
"ENSG00000113597",0.313409532765714,-1.79779851878663,-1.77921022574577,-1.6556197650637,-1.91652285482084
"ENSG00000113615",2.77194647716482,0.274954071359144,0.540938122900631,0.521097170535798,0.300002786842681
"ENSG00000113621",1.60124932386356,-1.58006498825856,-1.59035215299459,-1.46293240419946,-1.55126962638905
"ENSG00000113638",2.40166721637117,-0.470993858436587,-0.206652306602862,-0.0716120689981825,-0.00316996432578049
"ENSG00000113643",3.54548784863781,-0.40584911319656,-0.608739645512654,-0.2290925637835,-0.392885608955709
"ENSG00000113648",2.87189064016702,-1.06838355248207,-1.19868894639498,-0.964183475873647,-1.39886838106141
"ENSG00000113649",3.74937325112233,0.128951753917667,0.106826683084096,0.172764099032552,-0.135098176333626
"ENSG00000113658",0.915313005238244,-0.302527845177183,-0.312963755361953,-0.109127298202315,-0.40047461200914
"ENSG00000113712",3.00719797286455,-0.691699653680249,-0.513304281727354,-0.427430403448513,-0.521136744095403
"ENSG00000113716",2.64359902336734,-0.611146895773371,-0.650923850786873,-0.668630641001622,-0.960118436442447
"ENSG00000113719",1.30790544941797,-0.437131874466643,-0.326835241955924,-0.44200394031058,-0.626733814702334
"ENSG00000113721",0.0367456924617505,-2.44184260800761,-2.33448628786153,-2.55311906560005,-3.12235376342201
"ENSG00000113732",3.84266647041692,-1.30115603373984,-1.15331776488961,-1.29786342454058,-1.23746934740746
"ENSG00000113734",1.85593735206036,0.231821735785018,0.0818758141877689,0.142907983777206,0.252967291921485
"ENSG00000113739",2.18982383564543,3.81400246699904,3.34332336249344,3.94623296784613,3.29862253547443
"ENSG00000113742",0.248989546490353,-1.06542437869635,-0.847898359013892,-0.897157058043451,-1.29980206437106
"ENSG00000113749",0.122955223536808,0.739788560312177,0.951013226443035,0.961793014692258,0.477614945884116
"ENSG00000113758",2.67991525866255,-0.503869524527622,-0.561666541984428,-0.178468212691667,-0.48754520783305
"ENSG00000113761",0.661427489478374,-1.04691870630892,-1.00500216744901,-0.61754108118762,-1.2589090631608
"ENSG00000113810",4.54811816021617,-1.20529256451079,-1.22070792353459,-0.922229460692286,-1.36930481601259
"ENSG00000113811",2.95837049809377,-0.624985142682198,-0.703767382580906,-0.496261678826897,-0.317464011897508
"ENSG00000113812",1.79126627908225,-1.19479930777757,-1.26632996747386,-0.936638757308354,-1.24427364245438
"ENSG00000113838",1.08833895348891,-0.914219091047492,-1.08231021716947,-0.877090972278418,-1.28926669069361
"ENSG00000113845",3.40483745932662,-0.414785343117681,-0.487089092407514,-0.608450603778302,-0.43478010256009
"ENSG00000113851",1.315648425684,-1.92627317313936,-1.8507671546935,-1.70771287258053,-1.84312858567846
"ENSG00000113916",0.44509621541608,-1.05163319672072,-0.674795451213268,-0.984979885619948,-1.15637566377683
"ENSG00000113966",0.590504213603773,0.354421012304636,-0.0500477432085174,0.148224118705096,-0.16967466050378
"ENSG00000113971",0.209362352835635,-1.08206711094889,-1.28659543029529,-0.893025926845772,-1.364247911587
"ENSG00000114021",2.3189168167995,-0.153956632060446,-0.273069038149024,-0.20795852385982,-0.125777329444985
"ENSG00000114023",4.63919315122887,2.0584727202347,1.95186054731195,1.90413665380675,1.90027394935152
"ENSG00000114026",1.05711745064606,-0.660150815553517,-0.685047898236583,-0.428483771136473,-0.770479967563281
"ENSG00000114030",1.10553885942373,-1.57395102118385,-1.48471621593049,-1.23499398049795,-1.54565380395826
"ENSG00000114054",1.68493273858832,0.619073380695934,0.729264626027447,0.681976505319719,0.602820970036301
"ENSG00000114062",3.67391715475089,-0.174442292314266,-0.187521642801132,-0.119973728297664,-0.310203431437621
"ENSG00000114098",0.860097476027383,-1.2631726454316,-1.19278530949312,-1.19020151975448,-1.33702769312695
"ENSG00000114107",0.0641818877093638,-1.23841381560244,-1.40653166821119,-1.28543405184935,-1.16970863777496
"ENSG00000114120",3.44891704789132,0.414079050749246,0.357858713074943,0.381616798832268,0.454770876673605
"ENSG00000114125",2.09930142712335,-0.615103372180797,-0.692272438779843,-0.734516144681688,-0.645396698567352
"ENSG00000114126",0.621316340392298,-0.862451869996191,-0.944973709191643,-0.836927145797544,-1.17163930927644
"ENSG00000114127",2.68044588066919,-0.968031361582823,-0.759220994799105,-0.993719304338928,-1.09569299657092
"ENSG00000114166",3.07096344872709,-1.64055850834049,-1.66849144416987,-1.60901376253794,-2.1320340145814
"ENSG00000114209",3.59826735351621,-0.569972251151427,-0.366890714666254,-0.381784585832237,-0.233626565732807
"ENSG00000114268",4.21092262417368,3.01600056992438,2.84503973781054,3.0238850001546,2.28507352439065
"ENSG00000114302",1.75033679367036,-1.08737670567181,-1.27798597047985,-1.18642356342282,-1.29147332863329
"ENSG00000114316",2.33825068584834,-1.04672522084379,-1.06572195502776,-1.0493002558879,-1.31788613723101
"ENSG00000114331",2.31694478863941,-1.24801244595666,-1.30288212028345,-1.18507523581498,-1.55109513847168
"ENSG00000114346",2.04601956513412,-1.98399466551279,-1.92833454009724,-1.69641910802025,-1.87539627529257
"ENSG00000114353",4.36292147859386,-1.35471453005524,-1.39281784337471,-1.3641045776507,-1.56879474891952
"ENSG00000114354",3.42051943147583,-0.0839242531301873,0.0673636613589321,0.067800310382888,0.118726588293458
"ENSG00000114374",1.35638086970125,-1.58950285527329,-1.6339553976762,-1.67820906261151,-1.91538298004536
"ENSG00000114383",2.16705274721898,-0.955983346651763,-1.14853347602794,-0.932023017342881,-1.1180530828258
"ENSG00000114388",2.68182517263131,-0.822372658951391,-0.789245364234866,-0.602563546244766,-0.884961703155602
"ENSG00000114391",6.25315423577347,-0.460054059033817,-0.578117792228835,-0.505806171273394,-0.354727631604456
"ENSG00000114395",1.05567192597042,-2.14406721714811,-2.39836509064395,-2.19541820012234,-2.38130547724127
"ENSG00000114416",2.86612958994949,-0.684211210122694,-0.478916397779005,-0.625005591096901,-0.477486059528619
"ENSG00000114423",1.74941360355881,-1.78795081797908,-1.30197577415716,-1.57382744237669,-1.59740565657278
"ENSG00000114439",1.87703541195384,-0.744361109575818,-0.402821193784611,-0.825546161356523,-0.689397733427463
"ENSG00000114446",1.63883153660624,-0.59846809387912,-0.714138133234757,-0.463217748948236,-0.612862838749216
"ENSG00000114450",0.547903504707439,-0.816232810944909,-1.09308396431585,-0.76378639191671,-1.2683422218546
"ENSG00000114455",-0.423423730616581,-1.41997579960547,-1.06204966396578,-1.43204270026794,-1.56269922267943
"ENSG00000114473",-0.0959149025652318,-0.466552379638548,-0.422909547444105,0.000957874185161211,-0.679725487694777
"ENSG00000114480",3.94897931924969,1.97335550522358,2.28588250206811,2.28856803964689,2.19927906696231
"ENSG00000114491",2.03809088401805,-0.617511703779711,-0.746145099978955,-0.386357334383559,-0.705129904208573
"ENSG00000114503",3.23750263892753,-0.473997176231609,-0.438778417647714,-0.413269355446336,-0.568646450517261
"ENSG00000114520",3.2832278938755,-0.524062337545967,-0.552901138241952,-0.432511546609079,-0.598457590642586
"ENSG00000114541",1.38314707140004,0.104109566989487,0.187432279381031,0.326973847261108,-0.0253001262171323
"ENSG00000114544",0.00691607667573062,-1.73738549687561,-1.60417070308529,-1.68356756551847,-1.62148101426431
"ENSG00000114573",2.52981866254997,-0.367337684323241,-0.665706389742536,-0.426482111647592,-0.660546183883823
"ENSG00000114626",-0.497087620763849,-3.36587032005737,-3.57580344166522,-3.12340494126635,-3.52665553568766
"ENSG00000114631",1.48052486738451,0.708147992647442,0.359585477693036,0.580454609450709,0.394980545211375
"ENSG00000114648",0.088048923329181,-1.01956866752418,-1.37433212650423,-1.00992976482763,-1.31056033184583
"ENSG00000114650",2.32799022743836,-0.921804318139548,-1.30067116027042,-0.949182794131915,-1.35779193876049
"ENSG00000114686",4.41571195785601,0.134921663732295,0.00492284492667439,0.141598382675224,0.204386834418183
"ENSG00000114735",2.82149441807064,0.580860276064743,0.294836618278639,0.638756965294646,-0.0253656954686092
"ENSG00000114737",5.28995926410606,-0.509069247430157,-0.784163176535316,-0.472414842750801,-1.08707689824097
"ENSG00000114738",4.73027413463933,-0.122690686092028,-0.131709057221075,-0.102471575707104,-0.194071232870165
"ENSG00000114739",-0.83773496368177,-1.0811230767296,-1.16809778142288,-0.962952622718369,-1.14010447564325
"ENSG00000114742",1.7905828278285,-1.28952807256586,-1.07337654472318,-1.23507832379485,-1.28134571648028
"ENSG00000114744",1.62350150802278,-0.79252134742872,-1.04639975407708,-0.98387152904511,-0.974030438247106
"ENSG00000114745",0.128353254162633,-0.711556868028237,-0.304890514676853,0.0884790626274907,0.0915845023325968
"ENSG00000114767",2.57255493955683,0.0213368766412502,-0.525534943512625,-0.455462593881611,-0.388512171914019
"ENSG00000114770",0.569701817619564,-1.24668103410059,-1.52764517463474,-1.23858489191023,-1.76395438941674
"ENSG00000114779",3.76049130260582,-0.23672552763947,-0.0510011007501829,-0.237949666157701,-0.281993845744207
"ENSG00000114784",2.47845216273476,-0.908333188721967,-0.764030018686413,-0.534461696445881,-0.315519863532383
"ENSG00000114796",0.241275914092881,-2.36931563510799,-1.74721501917579,-1.91441474997855,-1.84583220052727
"ENSG00000114812",-3.26905632312582,-4.51809458450644,-4.02779005908397,-4.11607723061007,-3.86268237467807
"ENSG00000114841",-0.0926529109375667,-2.01932643713866,-2.22402357684323,-2.20506554676421,-2.76938868761321
"ENSG00000114850",3.8745662190428,-0.87022196508379,-0.952910601367482,-0.624988801634224,-0.743979475870407
"ENSG00000114857",2.85199370688581,-1.36812360798577,-1.5254293691549,-1.26688540835209,-1.77843045721044
"ENSG00000114861",1.32826530084305,-1.25214847903415,-0.736651482464381,-0.940261278858207,-0.976488887641439
"ENSG00000114867",4.40430810663588,-0.264700148690867,-0.564219395390981,-0.264670226406049,-0.958927994894946
"ENSG00000114902",3.98757798582632,-0.627835278877043,-0.597586268896536,-0.58019402412463,-0.428480932551707
"ENSG00000114904",1.66359171330842,-0.801319055999801,-1.17523503938413,-0.67658835756856,-1.19546313678807
"ENSG00000114933",1.04199778656136,-1.06163532012847,-0.850753656248206,-1.14767011647898,-1.25462169876492
"ENSG00000114942",6.20293527744989,-0.635467927866062,-0.652299104733368,-0.627872791782644,-0.497764940444815
"ENSG00000114956",4.31564113474684,-0.0809638684970677,-0.00219252110651717,-0.0133336435561911,0.188096299174525
"ENSG00000114978",4.95141306565654,-0.472752748811722,-0.558672814296101,-0.531480298290708,-0.81024878311684
"ENSG00000114982",2.30872156282054,-0.945022916968544,-0.942595182936493,-0.896006002950714,-1.22677509968406
"ENSG00000114988",0.65768353718467,-0.791320374021126,-0.953202607065189,-0.939850551218164,-1.17137383523258
"ENSG00000114999",0.395957313429424,-0.978545121087829,-1.38107501661589,-0.971186395588346,-1.62271030700362
"ENSG00000115008",0.374733158598624,5.10788966838956,5.5364996322465,5.58888392812114,4.28354308742738
"ENSG00000115020",1.61526429903814,-1.66573534706608,-1.85979741394127,-1.70930236730957,-2.11485346517855
"ENSG00000115042",1.44160752842414,-0.49011762358251,-0.64217468539098,-0.613764078627468,-0.678410044103174
"ENSG00000115053",6.40301168518314,0.0160053076948017,-0.0974916210845055,0.0284634598132196,-0.180973432908206
"ENSG00000115073",4.73395231414744,0.544114511326298,0.516217520406328,0.558170177524697,0.430166189871758
"ENSG00000115084",1.12444804584546,-0.53305294462951,-0.81514410309217,-0.476533861418337,-0.870834519829981
"ENSG00000115085",4.22018086030022,-1.7380041745278,-2.07657775642509,-1.81069149258841,-2.110311219944
"ENSG00000115091",4.4042999527853,-1.07338281803069,-1.09188085197108,-1.06743921430362,-1.12329944138352
"ENSG00000115128",5.00153122639038,-0.202349419711111,-0.403168574487588,-0.144857462746636,0.0254304555897994
"ENSG00000115129",-0.381633242188548,-1.12138723466128,-1.3099657725842,-0.70367296451981,-1.75179873506593
"ENSG00000115137",-0.246253376355976,-1.18990655557554,-1.14481693448292,-1.0644045195335,-1.44424010562483
"ENSG00000115138",0.236578110922242,-0.147340632779767,-0.613457082820062,-0.414950999779426,-0.75513185749945
"ENSG00000115145",0.989658084692692,-1.08716931506242,-1.15892593114488,-0.924468671672334,-1.19245227562206
"ENSG00000115159",1.32694957638174,-0.0907779677026178,-0.0563557410382695,-0.195161432360702,-0.236343894329688
"ENSG00000115163",1.97694397058614,-2.14550198723859,-2.427457161419,-2.11934015089756,-2.62780208421505
"ENSG00000115165",6.75407961365899,0.815799912480074,1.32322272003015,0.892880308165601,1.080086491318
"ENSG00000115170",1.16973334104587,-1.19139048864872,-0.78403699375866,-0.813908995660541,-0.983957368409511
"ENSG00000115204",2.4101208729721,-0.64207520796513,-0.522636678654234,-0.564747257156641,-0.701736330755356
"ENSG00000115207",2.16382232528186,-0.866390347625303,-0.932510165538417,-0.949063364703299,-1.24647966594641
"ENSG00000115211",0.732352926877073,-1.29384594790319,-1.43064640049621,-1.0789694079904,-1.44478353393148
"ENSG00000115216",2.97066736781331,-1.34277797706196,-1.13462161401321,-1.16793276467506,-1.02819711508586
"ENSG00000115232",3.78496427364538,-1.80134108758959,-2.10265659488932,-1.9430146401293,-2.16828178004197
"ENSG00000115233",2.96956992392807,0.098533583701351,0.138116967515204,0.243183229101748,0.3759727501543
"ENSG00000115234",3.31704131279726,-1.2717295510415,-1.42973898950785,-1.42885585164436,-1.52119506718392
"ENSG00000115241",4.54313660358583,-0.605290102427547,-0.667087491013647,-0.565164712584002,-0.834642323858074
"ENSG00000115257",-1.58747017905228,-0.903663433504629,-1.47307470267741,-0.744239734903377,-1.29897718797832
"ENSG00000115267",2.31856579022631,-0.1942479106161,-0.298687702722636,-0.856470556081419,-1.446942909373
"ENSG00000115268",6.88096317014562,-0.713907924393774,-0.690413129583089,-0.65657713287068,-0.499785706672404
"ENSG00000115271",0.496761092789221,-0.0205749370952202,-0.396672796262388,-0.0876827200062882,-0.536136781198445
"ENSG00000115274",1.42857504776721,-1.55005330514461,-2.10368908546679,-1.81197188835116,-2.16094307943773
"ENSG00000115275",3.14006030249694,-0.815349393979055,-1.10540748574883,-0.733713240132896,-1.37345151073054
"ENSG00000115282",2.08449755846627,-1.31140894802162,-1.51377395344108,-1.1622010311679,-1.72707622574409
"ENSG00000115286",1.89559940986456,-0.272452273042826,-0.356389465190645,-0.215103486929468,-0.14927156156764
"ENSG00000115289",0.649993459420035,-1.36332541769164,-1.40607869890202,-1.22647624767278,-1.29732879171625
"ENSG00000115295",1.23064623008971,-1.2881777149715,-1.56671363514363,-1.45103377936037,-1.54626242909984
"ENSG00000115306",2.30231587264684,-2.23763902089222,-2.03900054173972,-2.07883605567505,-2.25217000244588
"ENSG00000115307",4.1131744167031,-0.604393174085317,-0.719973470488171,-0.446602468874392,-0.734293363665776
"ENSG00000115310",2.82827640612599,-0.596357865133317,-0.576846265421268,-0.188499880907708,-0.642233344818096
"ENSG00000115317",2.17176378314179,-1.22594985620987,-1.33627602641511,-1.37623806109326,-1.37247560842329
"ENSG00000115325",1.56754173615136,-1.72043375903083,-1.86284180146913,-1.7704293554485,-1.76843818174922
"ENSG00000115339",1.35508090741787,-0.538547189468933,-0.548565951196433,-0.322767047520128,-0.318591579713872
"ENSG00000115350",1.28659829092924,-0.505359794236084,-1.00792983983544,-0.782380957639936,-0.518469411102761
"ENSG00000115355",-0.761436877390985,-0.649403156469028,-0.82527251310174,-0.35621357413459,-0.420492099119569
"ENSG00000115364",2.83180772104036,0.114952071946438,0.109930186816804,0.147512367483026,0.170466128217599
"ENSG00000115365",2.92008755328845,-0.83013393799876,-0.856196048587557,-0.80375207383651,-0.868134291784396
"ENSG00000115368",3.22554418338541,-0.187233087312088,-0.120076277899557,0.0247760320340706,-0.250394037683428
"ENSG00000115392",2.38241930386817,-0.0816984971952041,-0.445922209927045,0.290178395675745,0.120626277709954
"ENSG00000115414",-1.25593349606786,1.30886230027256,-0.449708169886461,1.05223700499621,1.06619448287647
"ENSG00000115415",4.63544940997694,-1.72899903085932,-2.0059517704557,-1.89529914963545,-2.39947570102943
"ENSG00000115419",3.4877651378085,-0.759236434264582,-1.00670596102765,-0.673930382855225,-1.00687097431369
"ENSG00000115421",1.07215068934091,-1.16464221646332,-1.17045081200536,-0.95319979807395,-1.27501001929455
"ENSG00000115425",1.80980011421317,-0.82146480214361,-1.01493574093737,-0.640464552982261,-0.793473039612516
"ENSG00000115446",1.72047524325326,-1.63679585750527,-1.67095262995077,-1.62571715321741,-1.60581769772974
"ENSG00000115457",2.84456123050491,3.34412102510537,2.87609515518382,2.78308077915784,2.20809945085769
"ENSG00000115459",0.280047691794302,-1.36050285903424,-1.58375783866981,-1.35276141559258,-1.85083037507079
"ENSG00000115464",2.2178095668107,-0.866722389599457,-0.86037203508034,-1.01567798927815,-1.31664550009922
"ENSG00000115484",5.44325371399784,0.262562149651852,0.134434459834452,0.298608133647232,0.256168284697619
"ENSG00000115486",-0.0340020223136324,-0.689987745291838,-0.553690361813876,-0.373604815989569,-0.777251004308714
"ENSG00000115504",0.758589874064047,-0.190283561815751,-0.368728708314915,-0.289016868970689,-0.33502953326738
"ENSG00000115514",2.04491487611484,-1.36085586332753,-1.55792289754055,-1.34849460686364,-1.65906307009467
"ENSG00000115520",1.44684245013131,-1.6360491820409,-1.93386924191631,-1.67318950681888,-1.92235493297703
"ENSG00000115523",5.50703253015971,-0.763407197389979,-0.270844401158571,-0.780210079068181,-0.846629561365316
"ENSG00000115524",4.8110177518264,-1.22031990131432,-1.18069428180628,-1.20213558337052,-1.1813172207065
"ENSG00000115525",1.14737972672616,-1.4911362589342,-1.46639823515627,-1.3801603993596,-1.45454325895142
"ENSG00000115526",-0.221218418744518,-0.50775982756803,-1.0595295430413,-0.669599092439521,-1.45560940383315
"ENSG00000115539",2.95761576415265,-0.399473836045296,-0.654402002689674,-0.402234784981015,-0.436396815306302
"ENSG00000115540",1.46554040842352,-1.0917405223155,-1.21958039282675,-0.87885018146155,-0.899464317565556
"ENSG00000115541",5.37698718312605,1.0851856949803,0.767607884088122,0.985120591340386,0.86394035307616
"ENSG00000115548",3.08755059607679,0.0450493006525584,0.407895375069723,0.143830547858715,0.230384422394089
