"","S.73.sti.1_FPKM","S.124.sti.1_FPKM","S.103.sti.1_FPKM","S.102.sti.1_FPKM","V5"
"ENSG00000008018",5.08005122360064,-0.347496451452408,-0.268511510505468,-0.177321743829089,-0.0339197590702368
"ENSG00000008083",2.43213647915679,-1.14956763888881,-0.847449278237721,-1.14242869936268,-1.32680726505311
"ENSG00000008128",0.87024360452512,-1.56543525449529,-1.82827672440817,-1.29037172476918,-1.80122106903993
"ENSG00000008130",2.07114801104786,-0.520105739636085,-0.957935606012426,-0.442683245552696,-0.939756155856697
"ENSG00000008282",2.43470056064011,-0.967525464755265,-0.954383501806993,-0.712299608628138,-0.778017758763985
"ENSG00000008283",-2.14028300147323,-3.39395861350973,-3.80201180835126,-2.69141013633109,-3.28081317814456
"ENSG00000008294",1.81903484040126,-0.628914023711954,-0.271696881541828,-0.376721707976642,-0.452544082186468
"ENSG00000008324",2.45645938481826,-1.33117633649975,-1.3676575504792,-1.22815652256737,-1.07215189950655
"ENSG00000008382",1.04925565208799,-1.06137568258854,-1.16188444857978,-1.04606473666176,-1.40406176298411
"ENSG00000008405",0.951519002606563,-1.16635590763737,-1.16695949403968,-0.956785293384651,-1.10802483917749
"ENSG00000008513",2.99397958395557,-1.51488828300516,-1.01038835750267,-1.3943259770294,-1.54853125511069
"ENSG00000008516",2.86768969436017,-2.04780165194046,-2.78507272988763,-2.38183574806547,-3.17103312054829
"ENSG00000008517",8.26063350978581,-0.665496759061416,-0.883875118661039,-0.771918356736505,-1.18143074927758
"ENSG00000008710",1.36946809653499,-0.090893804728012,-0.476140599267115,9.97672701733577e-05,-0.608139173886295
"ENSG00000008838",2.62657338151586,-0.571920011361979,-0.600748591632858,-0.419581925062999,-0.752902448099143
"ENSG00000008853",-1.86561696677616,-2.30753809707664,-2.5914897245097,-2.31525411119787,-3.37533350286205
"ENSG00000008869",1.39368953095445,-1.55623209242138,-1.4458166218076,-1.60111561297524,-1.61765572456427
"ENSG00000008952",2.43835614373585,-1.28882852712842,-1.32678892412867,-1.04101264474915,-1.03815241797436
"ENSG00000008988",5.72410094162178,-0.915590382593972,-1.04769443668003,-0.937971624059168,-0.707554775289191
"ENSG00000009307",5.84967171983243,-0.632196767370127,-0.324100784492785,-0.540205857820059,-0.459667391072388
"ENSG00000009335",2.32302969113336,-0.704181527297635,-0.7957979656065,-0.767490756719128,-1.12089892374748
"ENSG00000009413",1.18866773091311,-0.925314040881742,-0.94737258500106,-0.892292892050017,-1.20933401702384
"ENSG00000009694",-2.12665935764147,-2.86868510930105,-3.04975424997046,-2.71691688070097,-2.97218106698724
"ENSG00000009724",-1.65516690620238,-2.52480666712217,-2.3502265141166,-2.02175366758286,-3.02740266634574
"ENSG00000009780",-0.189005181809603,-2.09200991266175,-2.44515658931996,-1.91837508515645,-2.62841960965131
"ENSG00000009790",4.46679786944507,-1.3595027875767,-1.55295025352418,-1.45987491381027,-1.7529354527811
"ENSG00000009844",2.27567272031624,-0.48935801309373,-0.531840110052448,-0.287218345708833,-0.423140458903604
"ENSG00000009954",4.06775610391925,-0.719754198754259,-0.737292286140014,-0.576562630086847,-1.01241821210286
"ENSG00000010017",3.49547698909022,-0.688819868515386,-0.374783900424748,-0.343581022417511,-0.771105296791483
"ENSG00000010072",-0.224842474036162,-1.76579128861185,-1.98136005455288,-1.5869881143162,-1.84980110973762
"ENSG00000010165",3.02029938995584,0.274414761533622,0.231633149450979,0.197794437881762,0.151444819032954
"ENSG00000010219",0.704542402392839,-0.500429018017458,-0.535894245565589,-0.525376242587774,-0.481665280553115
"ENSG00000010244",2.98895682430833,-1.39608033237844,-1.58594859127428,-1.29374521375887,-1.55380297520247
"ENSG00000010256",5.08193089126723,0.443411824933455,0.576136444623296,0.71133748725857,0.754447994338871
"ENSG00000010270",1.97173290850609,-0.519966154728647,-0.461424077930092,-0.548566403244486,-0.307230747446646
"ENSG00000010278",0.320471420037864,-2.2844179063948,-1.80828904820922,-1.90156893300859,-1.63528626473866
"ENSG00000010292",4.36048226070392,-1.29167928539771,-1.23053149536287,-1.25271852689374,-1.43054752933795
"ENSG00000010295",0.305754276914564,-2.48074612393189,-2.86467602021552,-2.74324894326732,-3.08681933556497
"ENSG00000010310",0.106249386791228,-0.645755144876482,-1.01998526092315,-0.7391889682741,-1.47403891321867
"ENSG00000010318",0.657620994104785,-1.33215909265463,-1.69905290291225,-1.38811820363087,-1.68883986382872
"ENSG00000010322",2.28768865483401,-0.837487524286769,-1.05229336426977,-0.834434211299514,-1.27000573550714
"ENSG00000010361",0.633233463678941,-1.00929140719841,-1.18489535183495,-0.830527930365632,-1.08126933789015
"ENSG00000010404",2.98726403949766,-0.363447764035781,-0.368865879469845,-0.560179316978591,-0.75207527884519
"ENSG00000010539",-1.04644323170981,-1.91215550612444,-2.41565653317729,-1.65010815436904,-2.35580910731646
"ENSG00000010610",3.55736946459572,0.139573270877992,0.339073543185737,0.110559230939049,0.0090536307054292
"ENSG00000010803",1.46225306280252,-0.523330036918847,-0.36838605914888,-0.372625487379676,-0.645025593109766
"ENSG00000010810",3.15370663217759,-0.776444437686429,-0.397548064817014,-0.717493922833738,-0.71434548032327
"ENSG00000010818",1.5358356400471,-1.11551864222414,-0.611695506289302,-1.09211324459542,-1.20366652115154
"ENSG00000011007",1.8032701912134,-1.09790153741484,-1.06676175160809,-0.898208729974434,-1.32367884614974
"ENSG00000011009",3.50273445034256,-1.00923590576195,-1.03253244097998,-0.899549169136734,-0.855548908839653
"ENSG00000011021",-0.0568132847208064,-1.70103685678133,-1.7433145510782,-1.47168271384699,-1.88436809782957
"ENSG00000011028",0.0384278845881894,1.60747022067548,1.28965682034721,1.43398560316346,1.15317836314754
"ENSG00000011114",-0.284401137201734,-1.43378346773597,-1.59189618158008,-1.33589361487933,-1.8534338643632
"ENSG00000011132",1.74008999635957,-1.05938634348903,-0.998755427904054,-0.894705225534409,-1.33260591772093
"ENSG00000011143",0.983265129239401,-0.281640872184893,-0.441566270470019,-0.293767215086004,-0.398681944587639
"ENSG00000011198",0.353269333353512,-0.963458303784977,-1.00031017594949,-0.541545713503472,-0.475417566541106
"ENSG00000011243",2.69107011351631,-0.604694091535226,-0.6998677715163,-0.471088847448405,-1.01493976538631
"ENSG00000011258",1.13300163221165,-1.27895348439985,-1.43169693636601,-1.22553536620098,-1.54389501263384
"ENSG00000011260",3.30456484408667,-0.465637617180007,-0.664610376037367,-0.56791095348792,-0.60837842129215
"ENSG00000011275",2.08078002185675,-0.807087123159281,-0.768330122556626,-0.728573821814274,-1.12447762811196
"ENSG00000011295",2.05344743788269,-0.777792748718482,-1.07105134802668,-0.574062122465496,-1.00659207286616
"ENSG00000011304",4.9151229165961,-0.478048743942013,-0.572395146407978,-0.196576194401415,-0.727011154935385
"ENSG00000011376",1.89575187303162,-0.00894681856627642,0.106801767356567,0.0336951679559776,-0.316399852966768
"ENSG00000011405",1.61134193842672,-0.358162474895731,-0.0880261325845175,-0.0791251994989502,-0.354844266491961
"ENSG00000011422",0.97427525562299,1.89297941172886,2.21161445909962,2.6527809108491,2.33936236465726
"ENSG00000011426",2.52469354437117,-1.53883633387024,-1.51352239008352,-1.31080013235277,-1.45445322973586
"ENSG00000011451",1.1928132065374,-1.19478186881589,-1.39549720373945,-1.28291594728179,-1.92585493481581
"ENSG00000011454",0.935283338746945,-1.15927533893806,-0.758127518290286,-1.06141190398515,-1.14645846694517
"ENSG00000011478",1.9647551678778,0.290642267928831,0.152448931040471,0.696165215476161,0.567754994947379
"ENSG00000011485",2.92428471509618,-0.626334973715143,-0.740942001627789,-0.446465673801952,-0.928583303406475
"ENSG00000011523",0.61109166125182,-1.03128837134354,-1.15838441714415,-1.04508181505075,-1.44132847062918
"ENSG00000011566",-0.370536629710908,-0.243860371991982,-0.332492821595872,-0.078690733819626,-0.238280541682282
"ENSG00000011590",6.08731050478053,3.89447691776996,3.92024802484096,4.12722366470771,3.89433309748895
"ENSG00000011600",-2.85675592983584,-1.8730473164273,-2.02382626090558,-3.81513234332996,-0.811228862277135
"ENSG00000011638",1.34423200172803,-0.365851921737908,-0.222724723608745,-0.209437832799365,-0.0673984079744954
"ENSG00000012048",3.33677804001211,-0.218223949732542,-0.168933921532268,0.302558323142974,-0.32354042177335
"ENSG00000012061",1.87774623850417,-0.612857208600175,-0.725362089246488,-0.642403394843334,-0.73267415405357
"ENSG00000012174",0.230288828778939,-0.35772772205584,0.0315619407335331,-0.149329120425162,-0.255139565964543
"ENSG00000012211",1.5392397860111,0.0511980384006659,0.0261381427911573,-0.0551908564072645,-0.238546827955593
"ENSG00000012232",-0.573504324271887,-0.748394831270512,-0.986472786207409,-0.809119319965656,-1.12054528481333
"ENSG00000012660",4.14975961100134,-1.22345194133656,-1.20729518346617,-1.05819076001786,-1.33169507205961
"ENSG00000012779",-1.79815912566546,-2.05928272642994,-2.00703845006169,-1.58465689713611,-2.72451617566835
"ENSG00000012817",1.37790319663921,-1.89268705262761,-1.99205216168763,-1.95590087869553,-2.16083712878978
"ENSG00000012822",1.3769359319929,-2.34742750192368,-2.19569992956027,-2.21644322738121,-2.39117339759922
"ENSG00000012963",3.60840504578687,-0.645960050531738,-0.63829168202788,-0.364232261709689,-0.604639908223896
"ENSG00000012983",1.68194049004033,-0.630824149287127,-0.68039669400165,-0.428813105041783,-0.603133150363429
"ENSG00000013275",3.90332593355375,-0.756846235477806,-0.914085653102604,-0.84963619377269,-0.788017460742089
"ENSG00000013288",1.06928820400662,-1.86390319277529,-1.94741509017877,-1.7493900557373,-2.37084820141083
"ENSG00000013306",3.88008958112534,-0.360208292139856,-0.604181425312896,-0.345885436304365,-0.705731710369076
"ENSG00000013364",3.23616164610432,-1.19924279553459,-1.35912358844678,-1.41661146707528,-1.69005236728225
"ENSG00000013374",3.13318156315116,-1.08537802432467,-0.99117079946207,-0.957405922387289,-1.17617799536338
"ENSG00000013375",0.588981936685917,-0.236923372815265,-0.300904690070043,0.0955257853894741,-0.0872724896725143
"ENSG00000013441",3.96245036661916,-0.208723142333537,0.245669039411563,0.0683346336129941,0.402133890052414
"ENSG00000013503",0.0612562519559138,-0.830319960905059,-0.63199325954518,-0.605288444505578,-0.711679783501848
"ENSG00000013523",1.03131894259316,-0.244522836141412,-0.48205410632904,-0.262833537393946,-0.77398605667836
"ENSG00000013561",1.24123417328771,-1.13493066163882,-1.05924836489471,-1.12268378738986,-0.89055448449305
"ENSG00000013563",0.771163063279632,-1.746317501786,-1.63767682423323,-1.56386856375871,-1.80803433523399
"ENSG00000013573",2.43914211939279,-0.139887363619911,-0.407459286893916,0.145394081520879,-0.345850467043127
"ENSG00000013583",0.832174502623883,0.104564697274145,-0.0434986000065755,0.347911009164357,0.0644509685513974
"ENSG00000013619",1.85879997158048,-0.256407165511109,0.201093862288386,-0.207965595121242,-0.479220937697239
"ENSG00000013725",4.31384913098126,-1.15087618396678,-0.979854542737464,-1.01712308160411,-1.32606359051546
"ENSG00000013810",3.9332133275874,-1.47708202067471,-1.64497789178411,-1.25244794728439,-1.78397460942444
"ENSG00000014123",2.95222274801981,-1.02761031306842,-0.877196773871769,-0.944645879627934,-0.944408688873823
"ENSG00000014138",2.73400607470042,-0.169402374397904,-0.181738915894707,-0.0964694925273123,-0.33697616737252
"ENSG00000014164",1.61833366082947,-0.818766910920486,-0.938730584157403,-0.796614972024763,-1.11369772052623
"ENSG00000014216",2.28266338443683,-1.54886328187774,-1.78626563046497,-1.4602271003199,-1.99303327220264
"ENSG00000014641",4.41692366627021,0.0362019911891163,-0.0103337531740362,0.144415888047588,0.240909472278373
"ENSG00000014824",2.65808171774285,-0.23218900228706,-0.231337935742173,-0.224539908286231,-0.225079750051259
"ENSG00000014919",2.42118218350139,-0.869522967243141,-0.827487535387728,-0.777256949568654,-0.940398948112836
"ENSG00000015133",2.73484654469894,-1.0341923914649,-0.915599630591934,-1.08425614522729,-1.27293853768947
"ENSG00000015153",-0.202637239249616,-1.63252178684593,-1.43594488528807,-1.52617909604486,-1.4531243299759
"ENSG00000015171",1.95948003811498,-1.92059262027215,-1.88286345145563,-1.94796689681089,-2.25932948362535
"ENSG00000015285",4.32075379714288,-1.33934599010421,-1.46224610512638,-1.32409872640857,-1.73603318379144
"ENSG00000015475",0.456347040578945,-1.88766628830919,-2.14536283623009,-1.8491313688849,-1.90887234448091
"ENSG00000015479",4.2116821651979,-0.394139820900627,-0.392083997955288,-0.223787178242908,-0.320879884919016
"ENSG00000015532",2.42160579518998,0.126646297225118,-0.142477707554253,0.220641905340922,-0.196485803150513
"ENSG00000015676",1.78036761310137,-0.561082506640628,-0.558525602857214,-0.651811016360062,-0.642667032441715
"ENSG00000016864",2.70883765232714,-0.689932808745163,-0.752655916972795,-0.503651953710771,-0.845837226400194
"ENSG00000017260",2.57548885038294,-0.34133197366932,-0.304084930553777,-0.242072055704171,-0.359069615946962
"ENSG00000017427",-0.0373110923363968,0.272962242756516,0.967005462727339,0.814238759052254,0.90024408329542
"ENSG00000017483",2.95456741932343,-0.33137317826758,-0.373416842078738,-0.106280361989048,-0.306329702392124
"ENSG00000017797",3.3634591855072,-0.963323725819791,-0.812295914413716,-0.90500524206954,-0.900832570486008
"ENSG00000018189",-0.4705866287357,-1.71052920078847,-2.06176316226607,-1.70034667871122,-2.25179687974633
"ENSG00000018510",2.76269876830179,-0.601720060817127,-0.641544816380858,-0.511831827641295,-0.651695816228065
"ENSG00000018610",1.63378994516291,-0.826522341666141,-1.00749050007583,-0.822777052552,-0.715296510144681
"ENSG00000018699",2.77053103894577,0.552079603687968,0.741582149831522,0.520817053702932,0.553218777213784
"ENSG00000019582",6.92674486577805,-1.31257194489588,-1.22046399091522,-1.55945158396369,-2.1748453591895
"ENSG00000019995",1.2827850438442,-0.993213509102436,-0.764343107522396,-1.01229967977182,-1.1549567812063
"ENSG00000020129",1.0747733273294,-0.974351296513942,-1.54411985686281,-1.27952573036893,-1.71740466536384
"ENSG00000020256",-0.0826758539387628,-0.492853644807802,-0.121831481126835,-0.295055695311744,-0.662629934701282
"ENSG00000020426",2.06346352268781,-0.59004291445497,-0.309168585504449,-0.65598416929371,-0.337835895132744
"ENSG00000020633",4.99284861139155,-0.866005004817208,-0.507676136528245,-0.8092777358124,-1.12532525753179
"ENSG00000020922",3.33834335639081,-0.486249222953823,-0.493835332173307,-0.373778170579201,-0.441390953279419
"ENSG00000021300",-1.41860609674673,-1.59692368197026,-1.77754592866085,-1.30327437144388,-1.82057551101912
"ENSG00000021355",3.96080221120927,-0.684913921717204,-0.66927438774327,-0.470506888296938,-0.491635692052917
"ENSG00000021574",1.47892513946282,-1.33625448353328,-1.32097600235132,-1.13382831471074,-1.33682967941173
"ENSG00000021762",-0.210001074727815,-1.97608570082662,-1.7743410716701,-1.68627591376103,-2.03119250177735
"ENSG00000021776",2.10142188705086,-0.929511207030016,-0.763256526885668,-0.779507063267521,-0.904777889630871
"ENSG00000022277",3.6143310285457,-1.53503903747279,-1.37340381135726,-1.55818742799146,-1.41196581857224
"ENSG00000022556",0.160172141923977,-1.75589268433025,-2.05151835183865,-1.75162230322506,-2.40603312773569
"ENSG00000022567",-1.21074304106871,-1.55095197724717,-1.64751779149104,-1.45448482953797,-2.06325630547885
"ENSG00000022840",3.47578516749006,-1.00181699479656,-0.886894976113055,-0.823438477690723,-1.20492247292009
