"","S.72.sti_FPKM","S.73.sti.1_FPKM","S.124.sti.1_FPKM","S.103.sti.1_FPKM","S.102.sti.1_FPKM"
"ENSG00000110063",-0.340533701343806,0.032627106304624,-0.00739829929692118,0.0573865613372713,0.0338500379173707
"ENSG00000110066",-1.53733621007467,-1.30273061885881,-1.21835188315456,-1.15066023268519,-1.40147446897818
"ENSG00000110074",-0.417750951766874,-0.348419186915143,-0.632759533606612,-0.296275894888735,-0.675772465152669
"ENSG00000110075",-1.48192893854303,-1.15676498144089,-1.08666040236628,-1.06269135679198,-1.22970558551925
"ENSG00000110080",0.0206425426535927,0.474899852657663,0.504194404909353,1.06746295817952,0.398753209047058
"ENSG00000110090",-1.88453710608347,-1.58337530566616,-1.90990575630121,-1.89316370059241,-2.32537981795233
"ENSG00000110104",0.0893115618414122,0.108838710863635,0.15379417938299,0.308719439656957,-0.204730321874991
"ENSG00000110107",-0.276402801605347,-0.550690756540009,-0.828626776359233,-0.575688373594033,-0.813130538777439
"ENSG00000110108",-0.678425209116496,-0.473733450140676,-0.655809529752574,-0.289774017663036,-0.638485402253388
"ENSG00000110171",-2.14387379913687,-1.89193427349826,-2.2614496156244,-1.63422101599843,-2.46220676565845
"ENSG00000110172",-0.874904933897123,-0.652394411411826,-0.904676793795267,-0.667505823982207,-0.808199981815662
"ENSG00000110200",-1.65632202593858,-1.58856963312605,-1.68246909236645,-1.42919532670007,-1.86606842148877
"ENSG00000110218",0.798452477420852,0.780769949573961,1.09345287369904,1.12254795130208,0.946099595080494
"ENSG00000110274",-1.44645403461846,-1.53989946348524,-1.58027745576477,-1.21527605474784,-1.75465378142706
"ENSG00000110315",-0.186174155705597,0.136651183589181,0.149057469184216,0.325878106846291,-0.15015950610779
"ENSG00000110321",-0.902711245370885,-0.877051120221173,-0.926819814539496,-0.813039921685814,-0.969714605146611
"ENSG00000110324",-1.76231686918732,-1.22345945148518,-1.15583133688225,-1.24389641515989,-1.60629798529661
"ENSG00000110330",-1.05319816414389,-1.02960280349994,-1.05294187988435,-1.01443361724109,-1.02017426168042
"ENSG00000110344",-1.30089669792637,-1.01116545440048,-1.00804949247009,-0.879291624317146,-1.18336566043329
"ENSG00000110367",-1.5588770145426,-1.13237045912063,-1.07810976249454,-1.1101587810771,-1.35297626252918
"ENSG00000110395",-2.09876376909099,-1.3573923960873,-1.16686108027992,-1.44404459081418,-1.62241931793113
"ENSG00000110422",-2.21018080366594,-1.6068150101075,-1.46171969301609,-1.53350477234753,-1.96285736752838
"ENSG00000110429",-1.88670794466332,-1.82332469497409,-1.82437048847863,-1.77828537824363,-1.92858549989475
"ENSG00000110435",-0.456693255114811,-0.377326273606095,-0.392583152532715,-0.217249305593487,-0.375925772347284
"ENSG00000110442",-1.12652409604368,-1.54816910341514,-1.48822977885695,-1.32976779613648,-1.2246733137663
"ENSG00000110448",-2.03955322995925,-1.29531998208942,-0.993038020828719,-1.33477006073385,-1.52380517066534
"ENSG00000110455",-1.84529525104043,-2.61267542371838,-3.22687543308827,-2.25767383617616,-2.70819436445937
"ENSG00000110492",1.99697590413044,1.88476761084901,1.51099320191197,2.2450280337113,2.17888739389374
"ENSG00000110497",-1.37341081854391,-1.00257698824215,-0.779128526945964,-1.09740747504075,-1.36397169323868
"ENSG00000110514",-1.54942128199768,-1.0795080449127,-0.926195283354649,-0.912190121732193,-1.08269156155535
"ENSG00000110536",-0.206230514444034,-0.215144879568041,-0.285676107141877,-0.0919237163932599,0.0597019111355016
"ENSG00000110583",-2.01664072778546,-1.83172103447593,-2.35223492754641,-1.81931829344089,-2.55662484015763
"ENSG00000110619",-1.04070737765538,-0.38369429718631,-0.0861165441268762,-0.234319611240175,-0.104559824248547
"ENSG00000110628",-1.63470851906899,-0.934111434537632,-1.16552605362106,-1.01279370204888,-1.27654066496785
"ENSG00000110651",-0.477156626574603,-0.61080053823799,-0.800318721810644,-0.520413480748309,-0.950926481359172
"ENSG00000110660",1.28253583252401,1.17629725500069,1.29538775647338,1.25731036787918,1.0259058942141
"ENSG00000110665",-4.79791150337747,-4.57809273987095,-4.79108838082136,-4.57820623235384,-4.92621122051932
"ENSG00000110696",-0.744475356806435,-0.786697790328972,-0.742720068120988,-0.654499267014507,-0.569726070374566
"ENSG00000110697",-1.12964651136185,-0.629283270002217,-1.04916491653266,-0.716701634600969,-1.14135429216275
"ENSG00000110700",-0.301126201238185,-0.436203156704905,-0.793289811791612,-0.624044506146857,-0.40934025941069
"ENSG00000110711",-1.17600619229458,-0.909186992369232,-0.941648315133628,-0.880445575665103,-0.715899109419209
"ENSG00000110713",-1.34614216451332,-1.18443084624503,-1.10868820205844,-1.06542523476844,-1.21013611729397
"ENSG00000110717",-0.886900672098827,-0.525200222437017,-0.994610286922005,-0.59761315316206,-1.02384348551871
"ENSG00000110719",-1.36301047809799,-0.614554060743617,-1.02748388838771,-0.568066271819042,-1.0405216374822
"ENSG00000110721",-0.822016512235312,-0.314669780347328,-0.472903680770473,-0.446170875203093,-0.808427443258441
"ENSG00000110756",-0.527108840370581,-0.380898384853631,-0.366775614270826,-0.323065270119096,-0.394212056333913
"ENSG00000110768",-1.02552807639065,-1.14550739808303,-1.13820308738342,-1.10746022388971,-1.31705039677345
"ENSG00000110801",-1.01541410298562,-1.07018477958138,-1.43822609238,-1.1782406472015,-1.00278847019004
"ENSG00000110844",-1.55857948562568,-1.41586885229142,-1.77500402600312,-1.49177088617593,-1.79765193253001
"ENSG00000110848",-1.31031179670812,-1.88889632105177,-1.09782809355077,-1.46366084203025,-1.34183436500769
"ENSG00000110851",-0.998266543946237,-1.05249454981493,-1.12673192574243,-0.841110132465287,-1.21954584287718
"ENSG00000110852",-1.85324417244742,-0.7790673204676,-0.174891084053608,-0.471188536329125,-0.0340216437874603
"ENSG00000110871",-0.729073306777456,-0.844155364291584,-0.744871908645414,-0.944326250847238,-0.71077609442866
"ENSG00000110876",-3.32372461830966,-2.92534187226835,-2.7418281919911,-2.96380052197895,-3.07136338843132
"ENSG00000110880",-0.068627917244458,0.239630875610506,0.423932997479456,0.541287364936229,0.478184638684796
"ENSG00000110881",-0.254468985118748,0.6590313629919,0.286836874250114,0.468948514315717,-0.139565703279848
"ENSG00000110888",-2.24706826169348,-1.68404951836302,-1.79219705606896,-1.46483059042678,-1.99786210421869
"ENSG00000110906",-0.811308531083384,-0.844679719183101,-0.818824128772641,-0.701921285183028,-0.89100130701619
"ENSG00000110911",-1.2053460948937,-0.850598865924877,-1.19925253348962,-0.799796906403342,-1.15056891873397
"ENSG00000110917",-0.68253435980178,-0.359399641379753,-0.646640617293461,-0.311112904473244,-0.711818303798673
"ENSG00000110921",-1.11157999464836,-1.20814869975497,-1.1356817469191,-0.967189982711121,-1.12039314338216
"ENSG00000110925",-0.885911561746957,-1.39769996357092,-1.57027812632475,-1.34646914723648,-1.54093563254474
"ENSG00000110931",-1.34673357330994,-1.3294093815291,-1.56467043908851,-1.28159308164256,-1.89894386022764
"ENSG00000110934",-4.05584602832357,-3.44398115057717,-3.17932548413502,-3.29469580342318,-3.61090216780633
"ENSG00000110944",0.221120268160844,-0.283685034561557,0.552829267875441,-0.0243589094062198,0.0367739341778377
"ENSG00000110955",-0.226827303094742,-0.241946330503966,-0.252718260815182,-0.177938472726287,0.0446171951529247
"ENSG00000110958",-0.19221752068008,-0.000578247962588848,-0.0697107553030765,0.115183730312381,-0.00969165774945476
"ENSG00000110987",-0.347990718380112,-0.24674765953437,-0.233287094473594,0.257339739478693,-0.460683129563484
"ENSG00000111011",-0.911456726676045,-0.111020800778421,-0.0459679939937251,0.11108582871231,-0.0782861825312957
"ENSG00000111057",6.10101703457089,3.44151649423836,3.48414427583566,4.03239160350481,4.8486567390006
"ENSG00000111142",-0.261476857097654,-0.36359903043647,-0.418674872997216,-0.177768408078813,-0.158643059749293
"ENSG00000111144",-0.266954829160431,-0.193772979201058,-0.120578796996216,-0.22010876315373,-0.207426115623735
"ENSG00000111145",-2.27865952576934,-2.07157213472033,-2.16432738877063,-2.14985716402644,-2.72728620795899
"ENSG00000111196",-0.452498327065519,-0.478156675324081,-0.779334062775284,-0.521899884269689,-0.509974934797401
"ENSG00000111203",-2.21941530923646,-1.70953087620686,-1.75673694033011,-1.5727604471691,-1.92060397923323
"ENSG00000111206",-1.59318806820059,-1.21360417128893,-1.22381524956519,-0.87339976250285,-1.72541579903607
"ENSG00000111215",-1.41718598518336,-1.26509269993538,-0.925210926668737,-1.05046626940196,-1.1899397804599
"ENSG00000111224",-1.6764000121911,-1.20880945766068,-1.26612685211933,-1.20936303153443,-1.40393160384092
"ENSG00000111229",-1.52991731761506,-1.34396820956964,-1.23372434676507,-1.32875532373131,-1.06602093244273
"ENSG00000111231",0.733415318265772,1.11426637446608,0.951955471911301,1.31437315481938,1.29354584731298
"ENSG00000111237",-1.65482490266543,-1.32437579902423,-1.69274483617182,-1.08972621221861,-1.60873911105673
"ENSG00000111247",-0.813421278590525,-0.43296638400154,-0.529374140542751,-0.138082265412051,-0.388487156432112
"ENSG00000111252",-1.01027482864989,-0.233165310065595,-0.0712470254005957,-0.202026281953624,-0.814182036320679
"ENSG00000111266",-2.07643903292579,-1.81864699738142,-1.22659581117161,-1.66220793995125,-1.45538122034216
"ENSG00000111269",-1.04703608067882,-1.09985897462114,-1.32263075182089,-1.01596634265743,-1.24305417599243
"ENSG00000111271",-1.4494076734547,-0.816581650501124,-0.906508644779128,-0.881680657602216,-1.21393701961557
"ENSG00000111276",-2.57742029840286,-1.93455407539499,-1.59260535647988,-1.68012760130222,-1.56215667142681
"ENSG00000111300",-0.689636451395339,0.0635284088209772,0.0749486796376465,0.223046723664442,0.0631663108436189
"ENSG00000111325",-0.960594214094377,-0.354623391226392,-0.655658888618817,-0.4112311317574,-0.452023559181489
"ENSG00000111328",-0.00701234558209234,0.289532724581602,-0.0521262760805517,0.502726740706195,0.226584333903179
"ENSG00000111331",-2.45850009303633,-1.24730227105871,-1.56990215584,-1.95333668744685,-2.63088495134672
"ENSG00000111335",-2.01563162389175,-1.89476077813183,-1.88948103196051,-2.09968773588017,-2.23785373525624
"ENSG00000111348",-2.18185804002322,-1.8388045603654,-1.73973047707735,-1.91660729992205,-1.80835189705632
"ENSG00000111358",-0.319651361952334,-0.177650861531235,-0.588434699821834,-0.221366664692534,-0.367702112349323
"ENSG00000111361",-0.814697487744379,-0.702604850379203,-0.90505627322242,-0.559056271096795,-0.912218783643331
"ENSG00000111364",-0.517871535893169,-0.0174674009232917,-0.293861180077728,0.25816333297093,-0.339743445500365
"ENSG00000111371",-1.78844608183032,-1.62903797897127,-1.38483089270267,-1.55269267643772,-1.7240419716651
"ENSG00000111412",-1.74007538397732,-1.99316087839672,-2.11797096005524,-2.0708686359854,-2.42848286521945
"ENSG00000111424",2.60611688786735,3.05997342112732,3.50784150786333,3.15097578837139,2.91884587995999
"ENSG00000111445",0.0630957490855932,0.303302168256719,0.368766134689397,0.835568393632533,0.47229467818398
"ENSG00000111450",-1.40014156698929,-0.866357126155854,-1.04645718166194,-0.457876543751859,-1.10947475709134
"ENSG00000111481",-1.0324925761104,-1.15505604828013,-0.98865128246068,-1.02812717254389,-0.811756777097858
"ENSG00000111530",-0.638626391252195,-0.323284359722845,-0.374497827570934,-0.311274167809912,-0.323075280388291
"ENSG00000111536",3.2706939728762,2.85700186729994,2.96120137889619,2.45440543704952,3.45296350851239
"ENSG00000111537",3.72998062072184,2.91373884881128,4.23808055979498,3.56526810489588,4.00492295385611
"ENSG00000111540",-2.13752794115172,-1.86320926052525,-1.65855165584813,-1.78958541890886,-2.03397016652825
"ENSG00000111554",-1.10736001379471,-0.930577459447664,-1.4509905196743,-0.954465223047123,-1.20774388660978
"ENSG00000111581",-0.49309125861954,-0.101348276607086,-0.212276629397098,0.230944355059424,-0.0242163646578672
"ENSG00000111596",-1.34096312271295,-0.840434090155215,-0.671485398642779,-0.842320403773071,-0.833265714071063
"ENSG00000111602",-0.877712637352218,-0.785746869600094,-0.84007961768991,-0.376301528486698,-0.926479490334445
"ENSG00000111605",-1.14584090301501,-0.998772706630212,-1.44395179168731,-0.993797757441791,-1.48778959900176
"ENSG00000111615",-0.234231912888443,-0.238109616034968,-0.183448419286109,0.06391901749757,0.0736195411785536
"ENSG00000111639",-0.525277078371382,-0.885662470429305,-0.946872798978253,-0.697837652665507,-0.608076162949644
"ENSG00000111640",0,0,0,0,0
"ENSG00000111641",-0.365327549032117,-0.4626494030257,-0.875115245501396,-0.72077763507199,-1.00002102685774
"ENSG00000111642",-1.24386381312652,-1.17315136166066,-1.29912906087967,-1.24728196091101,-1.63392039739795
"ENSG00000111647",-0.0756178461991165,0.450918838073583,0.791734955970246,0.578529142764181,0.585058683066581
"ENSG00000111652",-0.671092215802783,-0.416314128965157,-0.543448860134239,-0.381607391220508,-0.6159883310943
"ENSG00000111653",-1.21575308568092,-1.38487127458466,-1.37848556671968,-1.44409683645132,-1.46593985731645
"ENSG00000111664",-2.36212536682012,-2.17400401029721,-2.87577293652919,-2.31154986717248,-2.42209469766823
"ENSG00000111665",-1.93884286324749,-1.54301184498656,-1.86488265248613,-1.45273470188109,-1.9689554438834
"ENSG00000111666",0.0800995057701867,0.122749150216694,-0.139629522801174,0.26829601908358,-0.0521966040273584
"ENSG00000111667",-0.781418821831844,-0.411813895653729,-0.58653470955947,-0.479412417008815,-0.649699640212697
"ENSG00000111669",1.15953962218938,0.864946779819873,0.902505706003954,1.076641430391,0.862979706138362
"ENSG00000111670",-1.73488735811441,-0.288753138761237,-0.0034372031128448,-0.303741974720586,-0.424233194024085
"ENSG00000111671",-2.16147787163906,-1.94757350941711,-1.62177072905449,-2.03311655694505,-1.75022514853565
"ENSG00000111674",1.22964513709329,1.99339918234376,1.94847623417632,2.13352226239111,1.59683982766031
"ENSG00000111676",-0.967278522320114,-0.578700125876045,-0.685485608146693,-0.574385487194725,-1.07300077436927
"ENSG00000111678",-0.462783878649131,-0.990077162288585,-0.873650331799031,-0.984809293730687,-0.764643853005123
"ENSG00000111679",-1.96265697919648,-1.72169713682965,-1.30714504519308,-1.60952573141,-1.54176616779088
"ENSG00000111684",-1.5690457707644,-1.33900940958465,-1.46139351757567,-1.34863843172561,-1.82061846368375
"ENSG00000111696",0.385046810738066,0.561458961017041,0.314432718920423,0.846629861948441,-0.100238002050186
"ENSG00000111707",-1.11080176315895,-0.775589430620061,-0.911085966997437,-0.626750031284374,-0.857526689977457
"ENSG00000111711",-1.13314363065048,-0.779955020632261,-0.745235690166643,-0.592655037996394,-0.604104858614512
"ENSG00000111716",-0.18311918033445,-0.411165860326774,-0.491702181477093,-0.437365318219842,-0.199297961806496
"ENSG00000111725",-1.28623856616111,-0.752854017696354,-0.69863591034844,-0.565403477980813,-1.00450962920744
"ENSG00000111726",-0.676406488282437,-0.574815818681934,-0.520441688961316,-0.379239787258376,-0.394815936615098
"ENSG00000111727",-1.52687131496874,-1.41264733661415,-1.44677889095693,-1.0652180620859,-1.48303759749129
"ENSG00000111731",-1.85622263533264,-1.32132273512116,-1.36192420917293,-1.25941402292447,-1.38561623969877
"ENSG00000111737",-1.54164146155845,-1.59576887629077,-1.91656524307785,-1.76485510329045,-2.05594739238959
"ENSG00000111752",-1.52575818719041,-1.58205657188145,-1.35119845641188,-1.46636439972194,-1.88641214283082
"ENSG00000111775",-0.444069431002613,-0.468616105839444,-0.47066746343453,-0.318336714428902,-0.0932429893491009
"ENSG00000111785",-1.09248197582016,-0.851690438396916,-0.796036861798713,-0.577155550694523,-0.991677118953532
"ENSG00000111786",-0.46620174116619,-0.496978629041567,-0.787815855270169,-0.54382596550167,-0.743757851813938
"ENSG00000111788",-1.61302327304371,-0.393563140127086,-0.688370213525486,-0.154884495307735,-0.919833715433488
"ENSG00000111790",-1.32159995911789,-0.357885112708845,-0.325112436678019,-0.311773070770953,-0.235430576399001
"ENSG00000111796",-4.10663802111401,-3.03932743973425,-3.00352224930916,-3.31741741165928,-3.32340015858081
"ENSG00000111801",-2.19043348840715,-1.5116850477903,-1.39434123819689,-1.81254583664115,-1.8342261670818
"ENSG00000111802",-1.07819103783739,-1.08909772848836,-1.17449032158833,-1.06534094308191,-1.03002989957115
"ENSG00000111832",-1.03043599190195,-1.02865119031293,-0.979089473160937,-0.934383406157178,-1.03901807500492
"ENSG00000111843",-0.354161094326558,-0.408253682758739,-0.516027478926843,-0.285325375648553,-0.301176310699445
"ENSG00000111845",-0.161346968462701,0.0243896397076162,-0.258279975120282,-0.0558951578166832,-0.339999354904693
"ENSG00000111850",-0.236634127730083,0.0698915909022609,-0.0424241995406035,0.0913088834245693,0.122892676728962
"ENSG00000111859",-1.88238460531673,-0.955624834655326,-0.843989400330069,-0.809632530786557,-1.32727736098116
"ENSG00000111860",-1.9033775017058,-1.24757970374726,-1.07203435498153,-1.1468898734645,-1.10897009610753
"ENSG00000111875",-2.06930798434265,-1.81377434041897,-1.79352856618898,-1.85937517576627,-1.69259995982165
"ENSG00000111877",-1.14332217026633,-0.92962549978241,-1.04528219580922,-1.00322835283641,-1.27372015615983
"ENSG00000111880",-1.22638456575672,-0.373558320992179,0.0859546878009455,-0.148584129300348,-0.108035755996114
"ENSG00000111885",0.382088661377428,0.500649382101062,0.409652343144367,0.679148418784912,0.467879374426251
"ENSG00000111897",-1.4549152011975,-1.43550271839425,-1.21856555718696,-1.10823458994119,-1.2399402563906
"ENSG00000111906",-0.397054156397513,-0.372270121954159,-0.360592290776445,-0.332617879925684,-0.210891679049278
"ENSG00000111911",-0.789643440945276,-0.53682081823059,-0.463235511205318,-0.306856301543291,-0.349630296814043
"ENSG00000111912",-0.35679375870507,-0.401860013664141,-0.254228203369319,-0.213031850655166,-0.321396824347025
"ENSG00000111913",-4.07274269574647,-3.66008592613084,-3.18487326391959,-3.4491961467641,-3.48255044199625
"ENSG00000112029",-0.950350284982751,-0.98496996251022,-0.942644274730301,-0.456691384273108,-1.01106180940199
"ENSG00000112031",-1.25516553879685,-1.26480549847499,-1.38287049937919,-1.27356502596228,-1.45480284647327
"ENSG00000112033",-1.06514913850664,-0.249294637780106,-0.214250972885741,0.0408758207289976,-0.322752213910919
"ENSG00000112039",-0.585251068925237,-0.364415668361699,-0.699665576187332,0.0181364393050004,-0.595688588309661
"ENSG00000112062",-1.57736213233591,-1.1742419053381,-1.10340247206848,-1.10072067243559,-1.26466642299346
"ENSG00000112077",27.9535981583035,25.1473000467933,26.4519850488414,27.5738622116156,27.764138700195
"ENSG00000112078",-1.23863968799076,-0.940677792668472,-1.01412109201902,-0.977261703176011,-1.1779065105335
"ENSG00000112079",-3.17284094273129,-3.24365970724172,-3.16187839171644,-3.00873012121392,-3.31613494889117
"ENSG00000112081",-1.04726720357983,-1.16637993500485,-1.18379369570447,-1.14418747100081,-1.11163531579957
"ENSG00000112096",-0.370884994227134,-0.485781495366522,-0.674964843127899,-0.390708280914084,-0.5046594606832
"ENSG00000112110",-0.426297270419367,-0.525044061112318,-0.738115792052775,-0.548790589710953,-0.530658630033019
"ENSG00000112118",-0.325747350052005,-0.203705502527991,-0.168461237737659,0.135829600429183,-0.166191906292842
"ENSG00000112130",-0.355506068029104,-0.243515759423219,-0.380855396529039,-0.17825331859299,-0.354986600514657
"ENSG00000112139",-4.11512617113449,-2.56089882311582,-2.94590569264813,-2.61918381842018,-3.57291982683975
"ENSG00000112144",-1.38340932514442,-1.55638080961203,-1.24660751748751,-1.42080698033773,-1.61907322270384
"ENSG00000112146",-1.23987241176943,-1.54965960636125,-1.58556160255178,-1.30042544488803,-1.6753034869438
"ENSG00000112149",1.05572257313191,0.402483778117454,0.436318988201337,0.458454261784338,0.00392833931683056
"ENSG00000112159",-1.22716889600595,-0.520500829836892,-0.626301847191543,-0.899990723714694,-1.03654076654311
"ENSG00000112167",-1.27115553417606,-1.28727743140209,-1.31350826680795,-1.36726136316089,-0.914263340642341
"ENSG00000112182",-1.14094023471251,-0.947737448227939,-0.404981485197388,-0.463016251607015,-0.741404588370891
"ENSG00000112195",-2.56624650946299,-1.6179804746975,-1.47270784720927,-0.668200127010694,-1.40577986490427
"ENSG00000112200",-1.28449171170979,-0.544494974153993,-0.537292910740797,-0.457774701577645,-0.602771877041286
"ENSG00000112208",-0.0782936834255078,-0.0610505095822053,-0.460244034264642,0.210075943828117,-0.0652171552597339
"ENSG00000112210",-0.599233518992043,-0.349953814792041,0.146117719389641,-0.405393083955333,-0.454358742022217
"ENSG00000112218",-0.949044476722875,-0.67533061659971,-0.836027321096356,-0.464450745872181,-0.894139587649004
"ENSG00000112234",-0.82139778816074,-0.521674781046039,-0.603523812913441,-0.574356902199666,-0.878263180449213
"ENSG00000112237",-0.727949101605563,-0.785612656114984,-0.805703300042089,-0.591988919612105,-0.780228491848343
"ENSG00000112242",-1.70415404916946,-1.5761859255465,-1.6407503153303,-1.52309934811105,-1.65233047380901
"ENSG00000112245",-0.791604496536466,-0.410338909237665,-0.369208841772125,-0.145243389718722,-0.5345038832027
"ENSG00000112249",-1.07379850526641,-0.0875860154015233,0.115098402400016,-0.0850381765687841,-0.104851471273092
"ENSG00000112282",-1.41071183049932,-1.13023670257748,-1.02670262139556,-1.04923788996201,-1.28287975336894
"ENSG00000112294",0.901539410015301,0.265234963410872,0.0701148591834484,0.0370040905787058,-0.0282925914851542
"ENSG00000112297",-2.80243285939882,-1.9724927944284,-2.00802267367092,-1.74529599855096,-2.10121694574894
"ENSG00000112303",-2.10284396007101,-1.68145542036152,-1.94079528449208,-1.90269870003313,-2.00543774189265
"ENSG00000112304",-0.536822043103857,-0.432333879203952,-0.346093374131646,-0.425489127677664,-0.418368120774271
"ENSG00000112305",-1.71003468132506,-1.4315062662379,-1.21040225080388,-1.34219831144188,-1.46745979946894
"ENSG00000112306",-0.413375811542586,-0.806171222944578,-1.02733668481898,-0.865233001971193,-0.521366680543495
"ENSG00000112308",-1.6372687966455,-1.34143196644823,-1.49894441981306,-1.38494820584947,-1.65416353970095
"ENSG00000112312",-0.516346209279728,-0.421354017694215,-0.410779456072744,0.11805348127633,-0.219143161349797
"ENSG00000112335",-0.829206939555833,-0.768622915648157,-0.674667105224852,-0.540486346059515,-0.648088528042992
"ENSG00000112339",-0.421834578521595,-0.0628309520320414,0.137100595008211,0.0508799606272987,0.0274673856922308
"ENSG00000112343",-1.93639171353259,-1.44127947767932,-1.64637403251055,-1.30387226987509,-1.82356735207992
"ENSG00000112357",0.228950016519469,-0.145461499966599,-0.746945385974804,-0.12596981432403,-0.182998851367908
"ENSG00000112365",-1.63992018213678,-1.7590812707849,-1.66481629205292,-1.66414550736004,-2.14715757885521
"ENSG00000112367",-0.886271269346474,-0.707453196968691,-0.554682155856007,-0.684788984376495,-0.631176979513059
"ENSG00000112378",0.769453801883414,0.48509922364029,0.763479362839144,0.891514450636022,1.05739064894327
"ENSG00000112379",3.77302896909534,5.65829499551969,5.49974423308937,6.18594167270984,5.11206017056351
"ENSG00000112406",-2.05204727726749,-1.63233959492642,-1.40605453417319,-1.48387815031766,-1.62587760301589
"ENSG00000112419",-1.06730711141287,-1.19352163966796,-0.897377860007612,-1.04842243626083,-1.35602361362403
"ENSG00000112425",-1.19913268880909,-1.70251349738739,-1.63382376381041,-1.73228245366251,-1.41617343917457
"ENSG00000112473",-0.486960136207961,-0.837675043800619,-0.721284922868966,-0.525875421677698,-0.569644784570593
"ENSG00000112511",-1.45647000950654,-0.849256559786118,-1.01922252139164,-0.565350006520402,-0.982773488363309
"ENSG00000112514",-0.67532681544266,-0.813728259754253,-0.891192100662266,-0.725070509240842,-0.566531420238704
"ENSG00000112531",-0.710632095666261,-0.46022804661946,-0.377178223267138,-0.215982452599877,-0.559610948987267
"ENSG00000112561",-1.30543788842633,-0.521161759388966,-0.430234772584131,-0.78873929461847,-1.06441449874567
"ENSG00000112576",-1.6991281225692,-1.29074395625102,-1.23633950381769,-0.950336416452453,-1.43468469646944
"ENSG00000112578",-0.437982110219277,-0.141793587588284,-0.200314971221726,-0.138107966998943,-0.548061385399101
"ENSG00000112584",-1.70784477140005,-1.36781654217926,-1.3989473475239,-1.40706068942971,-1.62417778384011
"ENSG00000112592",-0.685751467505162,-0.622346613472616,-0.590526552244861,-0.494574544081773,-0.735039133038294
"ENSG00000112599",-2.03078035288708,0.131525371552375,-0.0631549639106271,0.708999092619271,-0.501029612637662
"ENSG00000112624",-2.54049183958848,-2.30810064606184,-2.0638668899658,-2.24364198028596,-2.52770962298321
"ENSG00000112640",-1.19555953082602,-0.867768256897656,-0.83690297330728,-0.635074969637429,-1.07821599853076
"ENSG00000112651",0.155516297404505,0.326178306743772,0.212914465818225,0.44340674762598,0.375608126113766
"ENSG00000112658",-1.00519002284622,-0.854234613973804,-0.855779207973567,-0.888405192525556,-1.17740472423274
"ENSG00000112659",-1.79995769249588,-0.757614166662646,-1.13671130485244,-0.948037613463731,-1.41176397400272
"ENSG00000112667",0.393939161077323,0.213752591035745,0.0633659182444015,0.0321064867578059,0.192650151383433
"ENSG00000112679",-1.24677219490303,-0.970337551377308,-0.965695844214719,-1.01155079405292,-1.05367512239202
"ENSG00000112685",-0.871007556810608,-0.793318691593144,-0.53295357765475,-0.719414253483024,-0.871904828412663
"ENSG00000112695",-0.610574665796155,-0.427696421041981,-0.484529246244765,-0.515671680649127,-0.175981468923539
"ENSG00000112697",-1.27192064331202,-0.67253530867599,-0.752873160221295,-0.693001074051769,-0.807870294996882
"ENSG00000112699",-0.92167532883557,-0.11812832000775,-0.0209550597822616,-0.00663065567744703,-0.13565453957133
"ENSG00000112701",-1.25768904622123,-0.694800142972303,-0.629035132032602,-0.512416865628624,-1.06959671106261
"ENSG00000112715",4.20668401163235,2.75663575482304,2.12409910841548,2.90779131519582,2.01129170705039
"ENSG00000112739",-1.45672352866829,-1.06741159664915,-1.08975824243122,-0.876445050896168,-1.26265764129949
"ENSG00000112742",-1.83530380017291,-1.21125169695634,-0.95399222886711,-0.905411017546905,-0.8978283192502
"ENSG00000112759",1.09402673569236,1.08126142491709,0.895114998741644,1.49129734962904,0.880041169087292
"ENSG00000112763",-2.07376985705573,-1.66291613612862,-1.50760450032098,-1.42807929047222,-1.69393227050193
"ENSG00000112782",-1.4612054129315,-0.857989638447816,-0.529328079857683,-0.955453844389345,-1.27261152711653
"ENSG00000112787",-0.490640856646602,-0.453295909621705,-0.825542834171646,-0.415820700706446,-1.09275656216903
"ENSG00000112799",-3.16873520089145,-2.65541922289923,-2.52873025960669,-3.06529019386529,-2.79202165868301
"ENSG00000112851",-2.31539363029095,-1.68235782790129,-1.50423341478206,-1.59816798865725,-1.56929270344415
"ENSG00000112855",-0.91639423326161,-1.1206663182729,-1.30410831124864,-1.168487239049,-1.14986260743312
"ENSG00000112877",-0.208312021731486,0.31850073388024,0.0537455456310877,0.339025936101938,-0.15155701033268
"ENSG00000112893",-1.59627220029656,-0.965616549322509,-0.894041208632167,-0.990032247150854,-1.05838780602854
"ENSG00000112941",-1.2951822796495,-0.616622373284797,-0.742426127735759,-0.454238266662949,-0.80311975074735
"ENSG00000112972",-1.37853791590703,-1.09264190958288,-0.760381918444644,-0.734010390888386,-0.696973120702749
"ENSG00000112977",-1.04932067048274,-0.895217082859969,-0.775870672383026,-0.644308381807029,-0.928577793609947
"ENSG00000112983",-1.67071852305701,-2.10635747544021,-2.20411601291106,-1.66311602755134,-2.00207209563316
"ENSG00000112984",-2.46121710768013,-2.69960219956877,-2.71203018178299,-2.78878537449551,-2.62042344333811
"ENSG00000112992",-1.64694317017408,-1.07728327679632,-1.01067747235756,-0.927568512844591,-1.12365870282288
"ENSG00000112996",-0.0188152779779354,-0.000560363894198447,-0.192389121631417,0.125681674954972,-0.21482534838947
"ENSG00000113013",-0.32651712377628,-0.212159972745747,-0.212358875909807,-0.0859962454356725,-0.214923811628892
