"","S.72.sti_FPKM","S.73.sti.1_FPKM","S.124.sti.1_FPKM","S.103.sti.1_FPKM","S.102.sti.1_FPKM"
"ENSG00000010017",-1.29630420127975,-0.688819868515386,-0.374783900424748,-0.343581022417511,-0.771105296791483
"ENSG00000010072",-1.56950487619853,-1.76579128861185,-1.98136005455288,-1.5869881143162,-1.84980110973762
"ENSG00000010165",-0.121745361546885,0.274414761533622,0.231633149450979,0.197794437881762,0.151444819032954
"ENSG00000010219",-0.586746938677406,-0.500429018017458,-0.535894245565589,-0.525376242587774,-0.481665280553115
"ENSG00000010244",-1.96782993378987,-1.39608033237844,-1.58594859127428,-1.29374521375887,-1.55380297520247
"ENSG00000010256",0.338652461740048,0.443411824933455,0.576136444623296,0.71133748725857,0.754447994338871
"ENSG00000010270",-0.798165850026926,-0.519966154728647,-0.461424077930092,-0.548566403244486,-0.307230747446646
"ENSG00000010278",-1.81720747237944,-2.2844179063948,-1.80828904820922,-1.90156893300859,-1.63528626473866
"ENSG00000010292",-1.56479799595257,-1.29167928539771,-1.23053149536287,-1.25271852689374,-1.43054752933795
"ENSG00000010295",-2.41416791557027,-2.48074612393189,-2.86467602021552,-2.74324894326732,-3.08681933556497
"ENSG00000010310",-1.45992925424451,-0.645755144876482,-1.01998526092315,-0.7391889682741,-1.47403891321867
"ENSG00000010318",-1.67808680877822,-1.33215909265463,-1.69905290291225,-1.38811820363087,-1.68883986382872
"ENSG00000010322",-1.27114495307749,-0.837487524286769,-1.05229336426977,-0.834434211299514,-1.27000573550714
"ENSG00000010361",-0.394854505623079,-1.00929140719841,-1.18489535183495,-0.830527930365632,-1.08126933789015
"ENSG00000010404",-0.937009784632494,-0.363447764035781,-0.368865879469845,-0.560179316978591,-0.75207527884519
"ENSG00000010539",-1.2888884379499,-1.91215550612444,-2.41565653317729,-1.65010815436904,-2.35580910731646
"ENSG00000010610",-0.288832251497994,0.139573270877992,0.339073543185737,0.110559230939049,0.0090536307054292
"ENSG00000010803",-1.38396978099407,-0.523330036918847,-0.36838605914888,-0.372625487379676,-0.645025593109766
"ENSG00000010810",-0.607562605903781,-0.776444437686429,-0.397548064817014,-0.717493922833738,-0.71434548032327
"ENSG00000010818",-1.84406736258749,-1.11551864222414,-0.611695506289302,-1.09211324459542,-1.20366652115154
"ENSG00000011007",-0.668192082811816,-1.09790153741484,-1.06676175160809,-0.898208729974434,-1.32367884614974
"ENSG00000011009",-0.725736829824897,-1.00923590576195,-1.03253244097998,-0.899549169136734,-0.855548908839653
"ENSG00000011021",-2.16231499650798,-1.70103685678133,-1.7433145510782,-1.47168271384699,-1.88436809782957
"ENSG00000011028",0.776715377138925,1.60747022067548,1.28965682034721,1.43398560316346,1.15317836314754
"ENSG00000011114",-1.59383826628784,-1.43378346773597,-1.59189618158008,-1.33589361487933,-1.8534338643632
"ENSG00000011132",-1.19283012878743,-1.05938634348903,-0.998755427904054,-0.894705225534409,-1.33260591772093
"ENSG00000011143",-0.337184880905489,-0.281640872184893,-0.441566270470019,-0.293767215086004,-0.398681944587639
"ENSG00000011198",-0.935437744743648,-0.963458303784977,-1.00031017594949,-0.541545713503472,-0.475417566541106
"ENSG00000011243",-0.797677133061617,-0.604694091535226,-0.6998677715163,-0.471088847448405,-1.01493976538631
"ENSG00000011258",-1.59551888899673,-1.27895348439985,-1.43169693636601,-1.22553536620098,-1.54389501263384
"ENSG00000011260",-0.660844863546709,-0.465637617180007,-0.664610376037367,-0.56791095348792,-0.60837842129215
"ENSG00000011275",-1.03637192704934,-0.807087123159281,-0.768330122556626,-0.728573821814274,-1.12447762811196
"ENSG00000011295",-1.04075151442036,-0.777792748718482,-1.07105134802668,-0.574062122465496,-1.00659207286616
"ENSG00000011304",-0.763935542221985,-0.478048743942013,-0.572395146407978,-0.196576194401415,-0.727011154935385
"ENSG00000011376",-0.189690549120412,-0.00894681856627642,0.106801767356567,0.0336951679559776,-0.316399852966768
"ENSG00000011405",-1.11463648360222,-0.358162474895731,-0.0880261325845175,-0.0791251994989502,-0.354844266491961
"ENSG00000011422",1.0307324882769,1.89297941172886,2.21161445909962,2.6527809108491,2.33936236465726
"ENSG00000011426",-1.99835074544864,-1.53883633387024,-1.51352239008352,-1.31080013235277,-1.45445322973586
"ENSG00000011451",-1.3830382858494,-1.19478186881589,-1.39549720373945,-1.28291594728179,-1.92585493481581
"ENSG00000011454",-1.60259161475191,-1.15927533893806,-0.758127518290286,-1.06141190398515,-1.14645846694517
"ENSG00000011478",0.167769862483165,0.290642267928831,0.152448931040471,0.696165215476161,0.567754994947379
"ENSG00000011485",-1.01039873067141,-0.626334973715143,-0.740942001627789,-0.446465673801952,-0.928583303406475
"ENSG00000011523",-0.87797121158141,-1.03128837134354,-1.15838441714415,-1.04508181505075,-1.44132847062918
"ENSG00000011566",-0.745967631535761,-0.243860371991982,-0.332492821595872,-0.078690733819626,-0.238280541682282
"ENSG00000011590",2.80736088371487,3.89447691776996,3.92024802484096,4.12722366470771,3.89433309748895
"ENSG00000011600",-2.30183181967821,-1.8730473164273,-2.02382626090558,-3.81513234332996,-0.811228862277135
"ENSG00000011638",-0.329860448366527,-0.365851921737908,-0.222724723608745,-0.209437832799365,-0.0673984079744954
"ENSG00000012048",-0.539705532365611,-0.218223949732542,-0.168933921532268,0.302558323142974,-0.32354042177335
"ENSG00000012061",-0.497941450308295,-0.612857208600175,-0.725362089246488,-0.642403394843334,-0.73267415405357
"ENSG00000012174",-0.477959737962037,-0.35772772205584,0.0315619407335331,-0.149329120425162,-0.255139565964543
"ENSG00000012211",-0.410642535772747,0.0511980384006659,0.0261381427911573,-0.0551908564072645,-0.238546827955593
"ENSG00000012232",-0.770454568832589,-0.748394831270512,-0.986472786207409,-0.809119319965656,-1.12054528481333
"ENSG00000012660",-1.58331264330833,-1.22345194133656,-1.20729518346617,-1.05819076001786,-1.33169507205961
"ENSG00000012779",-3.07771612761362,-2.05928272642994,-2.00703845006169,-1.58465689713611,-2.72451617566835
"ENSG00000012817",-1.99519995700245,-1.89268705262761,-1.99205216168763,-1.95590087869553,-2.16083712878978
"ENSG00000012822",-2.18735519679301,-2.34742750192368,-2.19569992956027,-2.21644322738121,-2.39117339759922
"ENSG00000012963",-0.747707398747485,-0.645960050531738,-0.63829168202788,-0.364232261709689,-0.604639908223896
"ENSG00000012983",-1.04362458123641,-0.630824149287127,-0.68039669400165,-0.428813105041783,-0.603133150363429
"ENSG00000013275",-0.680679245906991,-0.756846235477806,-0.914085653102604,-0.84963619377269,-0.788017460742089
"ENSG00000013288",-1.8854094819825,-1.86390319277529,-1.94741509017877,-1.7493900557373,-2.37084820141083
"ENSG00000013306",-0.326624949023732,-0.360208292139856,-0.604181425312896,-0.345885436304365,-0.705731710369076
"ENSG00000013364",-1.76597389602373,-1.19924279553459,-1.35912358844678,-1.41661146707528,-1.69005236728225
"ENSG00000013374",-1.22865744242038,-1.08537802432467,-0.99117079946207,-0.957405922387289,-1.17617799536338
"ENSG00000013375",0.0997314091368236,-0.236923372815265,-0.300904690070043,0.0955257853894741,-0.0872724896725143
"ENSG00000013441",-1.30740934019099,-0.208723142333537,0.245669039411563,0.0683346336129941,0.402133890052414
"ENSG00000013503",-0.41294453029715,-0.830319960905059,-0.63199325954518,-0.605288444505578,-0.711679783501848
"ENSG00000013523",-0.491906264130973,-0.244522836141412,-0.48205410632904,-0.262833537393946,-0.77398605667836
"ENSG00000013561",-1.15245070397236,-1.13493066163882,-1.05924836489471,-1.12268378738986,-0.89055448449305
"ENSG00000013563",-1.8823843997929,-1.746317501786,-1.63767682423323,-1.56386856375871,-1.80803433523399
"ENSG00000013573",-0.834581154867146,-0.139887363619911,-0.407459286893916,0.145394081520879,-0.345850467043127
"ENSG00000013583",-0.0433573092096179,0.104564697274145,-0.0434986000065755,0.347911009164357,0.0644509685513974
"ENSG00000013619",-0.739356552406627,-0.256407165511109,0.201093862288386,-0.207965595121242,-0.479220937697239
"ENSG00000013725",-1.60541292671455,-1.15087618396678,-0.979854542737464,-1.01712308160411,-1.32606359051546
"ENSG00000013810",-1.49725067191402,-1.47708202067471,-1.64497789178411,-1.25244794728439,-1.78397460942444
"ENSG00000014123",-1.51560108879318,-1.02761031306842,-0.877196773871769,-0.944645879627934,-0.944408688873823
"ENSG00000014138",-0.583994431030979,-0.169402374397904,-0.181738915894707,-0.0964694925273123,-0.33697616737252
"ENSG00000014164",-1.29244067057322,-0.818766910920486,-0.938730584157403,-0.796614972024763,-1.11369772052623
"ENSG00000014216",-1.88499576176529,-1.54886328187774,-1.78626563046497,-1.4602271003199,-1.99303327220264
"ENSG00000014641",-0.187541792349045,0.0362019911891163,-0.0103337531740362,0.144415888047588,0.240909472278373
"ENSG00000014824",-0.542216904690291,-0.23218900228706,-0.231337935742173,-0.224539908286231,-0.225079750051259
"ENSG00000014919",-1.24441772831099,-0.869522967243141,-0.827487535387728,-0.777256949568654,-0.940398948112836
"ENSG00000015133",-2.2588216750071,-1.0341923914649,-0.915599630591934,-1.08425614522729,-1.27293853768947
"ENSG00000015153",-1.97930280205114,-1.63252178684593,-1.43594488528807,-1.52617909604486,-1.4531243299759
"ENSG00000015171",-2.69121015559775,-1.92059262027215,-1.88286345145563,-1.94796689681089,-2.25932948362535
"ENSG00000015285",-1.58745707051154,-1.33934599010421,-1.46224610512638,-1.32409872640857,-1.73603318379144
"ENSG00000015475",-2.42899792208617,-1.88766628830919,-2.14536283623009,-1.8491313688849,-1.90887234448091
"ENSG00000015479",-0.67957763497912,-0.394139820900627,-0.392083997955288,-0.223787178242908,-0.320879884919016
"ENSG00000015532",-0.427661279125142,0.126646297225118,-0.142477707554253,0.220641905340922,-0.196485803150513
"ENSG00000015676",-1.06473983199539,-0.561082506640628,-0.558525602857214,-0.651811016360062,-0.642667032441715
"ENSG00000016864",-0.771648001293366,-0.689932808745163,-0.752655916972795,-0.503651953710771,-0.845837226400194
"ENSG00000017260",-0.732038631315019,-0.34133197366932,-0.304084930553777,-0.242072055704171,-0.359069615946962
"ENSG00000017427",1.37608935872118,0.272962242756516,0.967005462727339,0.814238759052254,0.90024408329542
"ENSG00000017483",-0.176635819031038,-0.33137317826758,-0.373416842078738,-0.106280361989048,-0.306329702392124
"ENSG00000017797",-1.23853540714387,-0.963323725819791,-0.812295914413716,-0.90500524206954,-0.900832570486008
"ENSG00000018189",-2.18425234565241,-1.71052920078847,-2.06176316226607,-1.70034667871122,-2.25179687974633
"ENSG00000018510",-0.816216218514595,-0.601720060817127,-0.641544816380858,-0.511831827641295,-0.651695816228065
"ENSG00000018610",-0.897645927667879,-0.826522341666141,-1.00749050007583,-0.822777052552,-0.715296510144681
"ENSG00000018699",-0.129886541987073,0.552079603687968,0.741582149831522,0.520817053702932,0.553218777213784
"ENSG00000018869",-2.31757268956408,-2.62627790891425,-2.00982262725015,-2.20647782334471,-1.89786730793967
"ENSG00000019582",-1.73497249193492,-1.31257194489588,-1.22046399091522,-1.55945158396369,-2.1748453591895
"ENSG00000019995",-1.41461507397139,-0.993213509102436,-0.764343107522396,-1.01229967977182,-1.1549567812063
"ENSG00000020129",-0.579701150898461,-0.974351296513942,-1.54411985686281,-1.27952573036893,-1.71740466536384
"ENSG00000020256",-0.948346074746005,-0.492853644807802,-0.121831481126835,-0.295055695311744,-0.662629934701282
"ENSG00000020426",-1.18065302244869,-0.59004291445497,-0.309168585504449,-0.65598416929371,-0.337835895132744
"ENSG00000020633",-1.61407922668795,-0.866005004817208,-0.507676136528245,-0.8092777358124,-1.12532525753179
"ENSG00000020922",-1.04715488095581,-0.486249222953823,-0.493835332173307,-0.373778170579201,-0.441390953279419
"ENSG00000021300",-1.89857658378775,-1.59692368197026,-1.77754592866085,-1.30327437144388,-1.82057551101912
