"","S.72.sti_FPKM","S.72.1_FPKM","S.73.sti.1_FPKM","S.73.1_FPKM","S.124.sti.1_FPKM","S.124.1_FPKM","S.103.sti.1_FPKM","S.103.1_FPKM","S.102.sti.1_FPKM","S.102.1_FPKM"
"ENSG00000197146",0.8073511,1.282573,3.029054,1.957627,3.978641,3.051526,3.619259,1.637198,3.617119,3.051596
"ENSG00000197147",3.518744,3.438221,3.939077,3.186683,5.258716,3.228865,4.376105,2.584874,5.255678,3.467425
"ENSG00000197150",1.974043,4.781745,1.776473,3.329723,1.680675,4.046893,1.725901,3.300841,1.39493,4.078171
"ENSG00000197157",18.83975,30.54642,18.09299,24.86837,20.03917,25.22282,17.91748,24.44285,18.46942,25.69558
"ENSG00000197162",0.8400185,3.038727,1.162941,2.530573,0.9320689,2.978702,1.058563,2.378848,1.011574,3.142459
"ENSG00000197170",11.62026,15.6967,7.610393,9.929695,7.108475,9.267991,7.726838,8.933071,8.268282,9.987864
"ENSG00000197180",1.451365,4.100444,1.249012,3.182792,1.670483,4.128419,1.251073,4.97931,1.419946,3.60067
"ENSG00000197183",0.6626813,4.026779,1.123689,3.527411,1.344877,4.372307,1.036846,3.070437,0.9177008,4.309243
"ENSG00000197217",4.615435,14.64774,5.643707,13.35949,5.779142,14.36822,5.573508,11.32301,4.967355,14.40126
"ENSG00000197223",3.397408,5.794069,2.635782,4.310192,2.694065,4.66678,2.915296,4.734577,2.943424,3.83968
"ENSG00000197226",6.631479,9.062343,7.621665,6.930641,8.427064,7.652104,7.629272,6.375581,7.410926,8.394347
"ENSG00000197258",1.045356,1.43026,0.8473874,1.363433,1.078353,1.333293,1.052037,1.388035,0.8919724,1.369765
"ENSG00000197265",11.78359,14.16831,11.41005,9.663556,12.47078,8.962291,11.73343,8.991769,12.13229,9.734987
"ENSG00000197275",1.95071,1.992154,2.216444,1.396709,2.669701,1.707515,2.350972,1.090908,2.513698,1.349735
"ENSG00000197283",2.762727,9.105489,4.205011,8.457037,4.989975,11.3042,4.1162,8.45375,4.812804,12.20412
"ENSG00000197296",0.770017,2.047543,0.6415783,2.04548,0.587245,2.346054,0.5860549,1.806864,0.5429063,2.166782
"ENSG00000197299",8.302183,17.4755,10.42828,13.29453,10.66253,12.42914,9.327094,9.111374,9.809079,12.11542
"ENSG00000197302",1.390697,4.21784,1.940228,3.324755,2.264898,3.776989,1.770889,3.26465,2.027406,4.196415
"ENSG00000197312",3.850085,5.458833,2.722194,4.138879,2.590036,4.263464,2.517185,3.90956,2.321432,4.418684
"ENSG00000197321",0.2753394,1.919634,0.2463931,1.309884,0.3212573,1.494862,0.2890722,1.031664,0.2790208,1.526071
"ENSG00000197323",5.082112,13.95685,6.119908,11.32541,7.473721,13.6564,6.498272,10.34586,6.525288,13.30372
"ENSG00000197324",5.502121,17.93247,4.729243,16.70727,5.098177,16.53816,4.949281,16.88326,4.393198,18.7715
"ENSG00000197329",3.836084,6.941186,5.259197,6.917933,7.043605,8.088199,5.801528,6.197268,6.1164,7.518276
"ENSG00000197343",6.822817,20.02122,6.804513,17.686,7.689317,22.3604,7.610434,17.905,6.786047,23.87759
"ENSG00000197345",5.385452,5.316709,3.649196,3.788494,3.426567,4.115567,3.994552,3.987326,3.58711,3.475652
"ENSG00000197355",5.880129,10.82405,5.693789,7.21529,5.882566,9.461304,5.345244,7.614776,4.715179,9.809013
"ENSG00000197362",1.418698,2.706839,0.6093979,2.060123,0.5220517,2.11017,0.6140543,1.778371,0.4261859,1.925355
"ENSG00000197363",0.5226782,1.014983,0.4106609,1.098601,0.3273311,1.476031,0.3559276,1.153149,0.2812701,1.381023
"ENSG00000197372",1.470032,2.772231,1.398351,2.244493,1.651993,2.432398,1.59405,1.907523,1.380317,2.336765
"ENSG00000197375",0.3920086,1.066363,0.4428925,0.9704987,0.4255542,1.061265,0.3911454,0.7892687,0.3897773,1.125983
"ENSG00000197380",0.9613545,0.01912902,0.8380093,0.01530459,1.053329,0.03210143,1.030098,0.07273844,1.07559,0.0327063
"ENSG00000197381",0.9660213,7.573347,1.488795,3.864703,1.428062,4.404078,1.566126,3.735599,1.557012,4.594891
"ENSG00000197386",3.075401,8.346106,4.21724,5.708261,4.67187,6.104971,3.693097,5.130608,4.066886,7.280361
"ENSG00000197429",1.759372,3.066981,1.6677,2.141962,1.502918,2.643355,1.355306,1.99433,1.48566,2.47059
"ENSG00000197442",2.095379,8.998249,1.870759,6.001698,1.792802,6.297829,1.866059,5.431654,1.484718,6.419999
"ENSG00000197448",20.21644,59.86574,22.61792,49.03766,20.58259,51.8084,21.8815,49.09589,19.37459,47.3267
"ENSG00000197451",115.1665,137.3224,59.43558,74.86296,49.24581,76.16732,52.54698,66.49504,44.04001,70.49068
"ENSG00000197457",3.705415,12.23614,3.259031,10.77247,4.105462,17.6182,3.957338,13.22656,3.898389,14.14974
"ENSG00000197459",0.9426874,2.054683,0.6674046,2.275167,0.8114137,1.596396,1.022174,2.715728,0.7228089,2.039378
"ENSG00000197461",1.456032,0.2562499,0.9938905,0.2192494,2.284845,0.1960712,1.602652,0.2956432,2.312478,0.255942
"ENSG00000197471",9.902885,61.70363,6.931561,49.77992,6.268724,47.84222,6.054926,43.53209,5.681434,51.2021
"ENSG00000197483",1.148025,2.214588,0.7193308,1.821299,0.7137817,1.806068,0.8240128,1.654452,0.501912,1.996798
"ENSG00000197498",8.703525,5.630116,5.814671,3.188321,5.636755,3.676312,5.627626,3.454935,6.324177,3.419786
"ENSG00000197502",1e-08,2.350629,0.9718426,1e-08,2.782429,2.337271,0.9811755,1.131234,1.93084,2.97815
"ENSG00000197530",1.955376,2.777373,1.895014,2.853921,2.070209,4.142314,2.502678,3.028814,2.094592,3.817488
"ENSG00000197535",2.310051,8.855895,2.735449,6.046287,2.796874,5.840779,2.371682,5.2487,2.515947,6.130801
"ENSG00000197536",1.152692,5.598311,1.685551,4.470281,1.481974,4.865127,1.363918,4.138499,1.305468,5.954753
"ENSG00000197540",23.63719,53.26772,16.32482,38.06397,18.89292,50.32109,18.87427,51.43515,16.2065,46.2467
"ENSG00000197548",1.465366,2.281317,1.287444,1.865468,1.320214,1.831824,1.252075,1.577588,1.377937,1.804077
"ENSG00000197555",3.420742,6.627294,3.55684,5.75055,4.71283,5.338027,3.165521,4.661341,3.883138,5.318496
"ENSG00000197562",1.689371,4.353131,1.268365,3.121384,1.216147,3.611502,1.448382,2.849966,1.136224,3.524064
"ENSG00000197563",2.296051,3.154392,2.740062,2.613719,3.219406,2.851662,2.749167,2.490023,2.980072,2.900289
"ENSG00000197566",0.7233493,1.226523,0.5596239,1.118559,0.5752279,1.399165,0.602497,1.042725,0.5431676,1.421341
"ENSG00000197568",1.390697,2.241277,1.378366,2.138023,1.745531,1.814386,1.462029,2.038584,1.441191,2.064631
"ENSG00000197579",6.150802,9.912432,3.651929,8.756387,3.698367,8.231571,3.999619,7.108961,3.483269,9.039731
"ENSG00000197582",5.399452,3.950696,3.11574,2.913501,2.850648,3.180664,3.135636,3.888537,2.902937,3.241997
"ENSG00000197586",3.906086,5.313374,4.312108,4.191014,4.817855,5.201607,4.989534,4.536117,4.233234,4.972468
"ENSG00000197601",5.726126,19.2091,5.645859,13.00046,6.218071,14.31528,5.86258,11.83887,5.251752,13.62815
"ENSG00000197603",0.5880129,1.774379,0.5811288,1.502185,0.5832955,1.685953,0.4758404,1.314198,0.5325092,2.082886
"ENSG00000197608",1.442032,7.573144,2.437301,6.466885,2.693213,7.007398,2.390684,6.264247,2.30372,7.950614
"ENSG00000197619",0.9800216,3.364594,1.132725,2.817699,1.213594,2.615681,1.120609,2.472027,1.109531,3.12604
"ENSG00000197620",3.490743,4.815994,4.284659,4.024443,5.042845,3.975006,4.62523,4.373,4.866458,4.07043
"ENSG00000197622",17.54705,99.4584,16.26628,88.82448,17.1469,91.14713,15.6507,81.99485,13.7259,91.45816
"ENSG00000197635",40.00821,122.6568,43.41478,68.93876,43.46975,73.74948,37.75653,56.55107,39.1908,71.4963
"ENSG00000197646",0.3173403,1.507018,0.4713839,2.026219,0.4895204,1.683071,0.3572497,2.100628,0.2896792,3.014923
"ENSG00000197670",0.3966754,1.782397,0.5139662,1.630252,0.8361078,2.094347,0.5491378,1.52247,0.5179836,2.423433
"ENSG00000197694",10.7429,44.06011,9.554054,36.27501,9.776166,33.25678,9.104256,30.86303,8.677208,38.98442
"ENSG00000197696",2.417387,2.441489,1.406379,1.38374,1.794428,2.131857,2.210824,1.239166,2.193051,1.72331
"ENSG00000197713",9.384873,14.19131,9.694222,10.70107,9.281861,10.6788,9.925252,9.864809,9.116301,11.53745
"ENSG00000197714",0.8166846,2.449494,2.322842,1.575379,2.677645,1.944585,1.694184,1.498112,2.328674,2.3277
"ENSG00000197724",3.080068,11.62015,3.642226,8.188266,3.819796,9.390078,3.113404,8.10483,3.066609,9.663574
"ENSG00000197728",5.152113,8.61185,3.825524,7.557449,4.442356,7.937224,4.189173,7.533015,4.581096,6.918597
"ENSG00000197744",2.076712,1.868942,1.203269,1.145928,1.227367,1.564072,1.027374,0.9682761,0.5816077,1.094438
"ENSG00000197746",37.16615,75.36792,27.49978,65.90637,28.73287,61.24878,34.14063,66.80692,32.37528,63.52703
"ENSG00000197747",49.23908,127.4594,45.11124,113.0605,49.92535,107.2828,54.18674,101.781,50.94677,101.7424
"ENSG00000197756",32.27538,28.85619,25.68551,29.48422,28.72088,37.07556,29.60508,38.29196,29.63079,30.29804
"ENSG00000197766",2.772061,2.394996,2.543767,1.908679,2.921609,3.466845,3.004645,2.071956,2.955902,2.933834
"ENSG00000197768",0.1260028,0.4873764,0.2375108,0.3912959,0.2433491,1.132876,0.2756559,0.5457358,0.3748816,0.7596334
"ENSG00000197771",14.08431,27.07989,11.62297,16.93973,11.56,17.33661,10.95805,14.46894,9.968331,17.66264
"ENSG00000197774",0.6906819,4.325538,1.173378,2.523216,1.026941,3.66936,0.865433,2.531636,0.7796199,3.837389
"ENSG00000197776",0.1540034,1.508571,0.2809137,1.505532,0.3374233,2.413996,0.207088,1.57459,0.1597462,1.73002
"ENSG00000197779",0.4106757,1.950994,0.4451131,1.468229,0.4570887,1.699224,0.3663226,1.283073,0.4283045,1.938934
"ENSG00000197780",6.174136,10.57784,3.109284,7.067418,2.673919,7.242898,4.409518,7.393881,2.848027,7.303331
"ENSG00000197782",1.003355,3.328564,0.8449104,3.103779,0.6656825,3.198254,0.8736541,2.816218,0.5942977,3.296474
"ENSG00000197785",12.71228,12.70179,6.909304,5.94508,5.386772,6.878868,6.242932,5.312999,5.157058,5.652818
"ENSG00000197798",1.67537,3.470459,0.7604448,2.41544,0.5928204,2.386473,0.7214781,2.49226,0.5663201,2.315767
"ENSG00000197808",0.5880129,1.963683,0.6091244,1.659554,0.6147611,2.195328,0.7240381,1.683707,0.6556072,1.963899
"ENSG00000197813",0.4480099,2.880998,0.3413803,2.083724,0.2475977,2.461216,0.3961854,2.18316,0.3512065,3.319084
"ENSG00000197815",0.08866863,1.308384,0.3762941,1.327945,0.6118393,1.187493,0.5209874,1.497924,0.5561407,1.690247
"ENSG00000197818",1.815373,7.645205,2.190703,6.079545,2.324416,6.858341,1.884675,5.907283,1.614172,7.206016
"ENSG00000197837",0.8026843,1.109076,0.6762356,1.152149,0.7381149,1.597637,0.8301442,1.113039,0.7584772,1.842362
"ENSG00000197841",0.952021,2.666799,0.6269403,2.572495,0.6232274,2.999202,0.7044903,2.809264,0.5878112,3.040274
"ENSG00000197844",1e-08,1.551512,0.1015293,1.432043,0.02446381,1.996357,0.07042686,1.302939,0.02966078,1.522813
